coral_id,bouyantweight_g,bouyantweight_redo_if_applicable,temp_c,date,group,air_temp_c,air_weight_g,fresh_temp_c,fresh_weight_g,salt_temp_c,salt_weight_g,salinity_ppt,density_aragonite,density_stopper,density_sw,vol_coral_cm3,dry_mass_coral_g
23,5.032,NA,24.7,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,2.639491800897854,7.733710976630713
81,6.391,NA,24.8,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,3.3523434220067934,9.822366226479906
46,5.615,NA,24.8,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,2.9452993763993343,8.62972717285005
24,5.208,NA,24.8,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,2.7318110689737725,8.004206432093154
43,7.443,NA,24.9,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,3.9041608652787607,11.43919133526677
32,7.31,NA,24.9,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,3.834396872925936,11.234782837672993
63,5.012,NA,24.9,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,2.6290009749801353,7.7029728566917965
92,5.192,NA,24.6,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,2.723418408239598,7.979615936142022
76,6.458,NA,24.6,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,3.3874876888311487,9.925338928275266
56,5.739,NA,24.7,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,3.010342497089186,8.820303516471315
98,7.644,NA,24.7,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,4.009593665751828,11.748109440652856
74,5.589,NA,24.8,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,2.931661302706301,8.589767616929462
97,7.438,NA,24.8,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,3.9015381587993314,11.431506805282043
58,4.485,NA,24.8,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,2.352567712048266,6.8930233963014205
51,5.153,NA,24.9,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,2.7029612977000474,7.91967660226114
3,6.672,NA,24.9,20230622,1,24.2,47.334,24.9,26.169,24.8,25.594,29.1,2.93,2.2286005669737774,1.0235724072761634,3.4997395261507314,10.254236811621643
78,6.113,NA,24.3,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.1328987412267906,9.179393311794497
16,7.643,NA,24.3,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.917020297594693,11.476869471952451
77,5.032,NA,24.3,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.5788886742766577,7.556143815630607
91,6.601,NA,24.4,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.382997642865703,9.91218309359651
108,5.529,NA,24.4,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.833600055658911,8.302448163080609
34,5.637,NA,24.4,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.888949812578998,8.464622950856464
37,6.387,NA,24.4,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.2733231245240484,9.590836754855463
29,5.976,NA,24.4,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.062686549578161,8.973671590264011
12,7.109,NA,24.4,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.643346499489817,10.675005243505163
54,4.785,NA,24.5,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.452301730209421,7.185244069513605
11,6.051,NA,24.5,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.101123880772666,9.086292970663912
42,6.499,NA,24.5,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.330722872441176,9.759018016252647
67,6.095,NA,24.5,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.123673781740109,9.15236418049852
101,5.054,NA,24.6,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.5901636247603794,7.589179420547912
68,4.83,NA,24.6,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.475364128926124,7.252816897753544
62,4.876,NA,24.6,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.498939025392087,7.321891344398816
20,5.132,NA,24.6,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.630138449202664,7.706305656163806
75,6.699,NA,24.6,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.4332224222931895,10.059341697319045
96,6.797,NA,24.6,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.4834472017206757,10.206500301041581
45,7.146,NA,24.6,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.6623089162124396,10.730565124502448
50,6.748,NA,24.6,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.458334812006933,10.132920999180314
99,5.987,NA,24.7,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.0683240248200216,8.990189392722664
55,5.874,NA,24.7,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.010411779153634,8.820506512920149
89,5.699,NA,24.7,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.9207246730331224,8.557723291987049
84,6.187,NA,24.7,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.1708235746720352,9.290513073789064
17,5.159,NA,24.7,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.643975888432686,7.74684935310777
70,5.334,NA,24.7,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.733662994553198,8.00963257404087
94,7.311,NA,24.6,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.7468710448403506,10.978332161382228
28,5.643,NA,24.6,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.8920247990745587,8.473632661288457
73,6.342,NA,24.6,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.2502607258073453,9.523263926615522
14,6.498,NA,24.6,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,3.3302103746919163,9.757516397847315
47,5.54,NA,24.7,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.8392375309007716,8.318965965539261
33,5.126,NA,24.7,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.627063462707104,7.697295945731815
2,8.563,NA,24.7,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,4.388518226913955,12.858358404857889
35,4.775,NA,24.7,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.4471767527168207,7.170227885460285
60,5.807,NA,24.7,20230623,2,24.6,47.118,24.2,25.196,24.4,25.586,29.1,2.93,2.141824970349421,0.9787719186205641,2.9760744299532096,8.719898079762904
102,5.166,NA,24.7,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.7041078771951845,7.923036080181891
82,5.048,NA,24.7,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.6423415726057473,7.74206080773484
38,5.41,NA,24.7,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.831828032447919,8.297256135072402
22,5.406,NA,24.7,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.8297342594109884,8.291121380074197
21,4.919,NA,24.7,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.5748173921647526,7.544214959042725
44,6.624,NA,24.8,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.4672881491561944,10.15915427702765
53,4.992,NA,24.8,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.6130287500887266,7.656174237759969
105,7.866,NA,24.8,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,4.117404677122981,12.063995703970336
64,4.696,NA,24.9,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.458089545355901,7.202202367892791
88,5.558,NA,24.2,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.9092976348143313,8.524242070005991
65,5.817,NA,24.2,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.0448694389555535,8.921467456139773
107,4.547,NA,24.2,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.3800964997302563,6.973682744209651
6,6.453,NA,24.4,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.377779351827434,9.896893500854382
1,7.807,NA,24.4,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,4.086521524828263,11.973508067746812
27,6.422,NA,24.4,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.361552610791226,9.849349149618293
4,7.948,NA,24.4,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,4.160327024380048,12.189758181433541
71,6.526,6.422,24.4,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.4159907097514077,10.008852779571626
83,5.82,NA,24.4,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.0464397687332507,8.926068522388425
61,4.547,NA,23.9,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.3800964997302563,6.973682744209651
48,5.661,NA,23.9,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.9632122905152802,8.68221201120977
100,5.577,NA,23.9,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.919243056739749,8.553382156247466
93,6.183,NA,23.9,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.2364496718346545,9.482797538475538
8,4.84,NA,23.9,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.5334653746853837,7.423053547828174
66,6.649,NA,23.9,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.4803742306370076,10.197496495766433
30,6.104,NA,23.9,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.1950976543552856,9.361636127260986
39,5.626,NA,23.9,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.9448917764421427,8.62853290497548
13,5.23,NA,23.9,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.737608245786066,8.021192160153173
86,6.348,NA,24,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.32281780960802,9.7358561821515
95,6.792,NA,24,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.5552266167072575,10.416813986952265
36,6.26,NA,24,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.2767548027955584,9.600891572190987
80,6.708,NA,24,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.5112573829317264,10.287984131989958
10,6.51,NA,24,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.4076156176036876,9.984313759578805
79,5.577,NA,24,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.919243056739749,8.553382156247466
31,6.445,NA,24,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,3.3735918057535743,9.884623990857973
72,5.597,NA,24,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,2.9297119219243997,8.584055931238492
40,8.77,NA,24.1,20230624,3,24.1,47.228,23.3,26.152,24.7,25.664,29.2,2.93,2.2329997153159993,1.019573258682862,4.590597383469176,13.450450333564687
