#,Date-Time (French Polynesia Standard Time),Ch:1 - Temperature   (°C),Chan 1 Alarm Tripped,Chan 1 Alarm Cleared,Button Down,Button Up,Host Connected,End of File
550,07/08/2023 16:04:50,29.64,,,,,,
551,07/08/2023 16:14:50,29.60,,,,,,
552,07/08/2023 16:24:50,29.90,,,,,,
553,07/08/2023 16:34:50,29.73,,,,,,
554,07/08/2023 16:44:50,29.47,,,,,,
555,07/08/2023 16:54:50,29.73,,,,,,
556,07/08/2023 17:04:50,29.81,,,,,,
557,07/08/2023 17:14:50,29.56,,,,,,
558,07/08/2023 17:24:50,29.60,,,,,,
559,07/08/2023 17:34:50,29.77,,,,,,
560,07/08/2023 17:44:50,29.60,,,,,,
561,07/08/2023 17:54:50,29.47,,,,,,
562,07/08/2023 18:04:50,29.73,,,,,,
563,07/08/2023 18:14:50,29.77,,,,,,
564,07/08/2023 18:24:50,29.43,,,,,,
565,07/08/2023 18:34:50,29.60,,,,,,
566,07/08/2023 18:44:50,29.81,,,,,,
567,07/08/2023 18:54:50,29.56,,,,,,
568,07/08/2023 19:04:50,29.51,,,,,,
569,07/08/2023 19:14:50,29.77,,,,,,
570,07/08/2023 19:24:50,29.68,,,,,,
571,07/08/2023 19:34:50,29.43,,,,,,
572,07/08/2023 19:44:50,29.68,,,,,,
573,07/08/2023 19:54:50,29.81,,,,,,
574,07/08/2023 20:04:50,29.47,,,,,,
575,07/08/2023 20:14:50,29.56,,,,,,
576,07/08/2023 20:24:50,29.77,,,,,,
577,07/08/2023 20:34:50,29.51,,,,,,
578,07/08/2023 20:44:50,29.56,,,,,,
579,07/08/2023 20:54:50,29.73,,,,,,
580,07/08/2023 21:04:50,29.77,,,,,,
581,07/08/2023 21:14:50,29.43,,,,,,
582,07/08/2023 21:24:50,29.60,,,,,,
583,07/08/2023 21:34:50,29.81,,,,,,
584,07/08/2023 21:44:50,29.56,,,,,,
585,07/08/2023 21:54:50,29.47,,,,,,
586,07/08/2023 22:04:50,29.73,,,,,,
587,07/08/2023 22:14:50,29.73,,,,,,
588,07/08/2023 22:24:50,29.43,,,,,,
589,07/08/2023 22:34:50,29.60,,,,,,
590,07/08/2023 22:44:50,29.81,,,,,,
591,07/08/2023 22:54:50,29.60,,,,,,
592,07/08/2023 23:04:50,29.56,,,,,,
593,07/08/2023 23:14:50,29.77,,,,,,
594,07/08/2023 23:24:50,29.68,,,,,,
595,07/08/2023 23:34:50,29.43,,,,,,
596,07/08/2023 23:44:50,29.64,,,,,,
597,07/08/2023 23:54:50,29.77,,,,,,
598,07/09/2023 00:04:50,29.43,,,,,,
599,07/09/2023 00:14:50,29.60,,,,,,
600,07/09/2023 00:24:50,29.81,,,,,,
601,07/09/2023 00:34:50,29.51,,,,,,
602,07/09/2023 00:44:50,29.51,,,,,,
603,07/09/2023 00:54:50,29.77,,,,,,
604,07/09/2023 01:04:50,29.64,,,,,,
605,07/09/2023 01:14:50,29.51,,,,,,
606,07/09/2023 01:24:50,29.64,,,,,,
607,07/09/2023 01:34:50,29.86,,,,,,
608,07/09/2023 01:44:50,29.60,,,,,,
609,07/09/2023 01:54:50,29.51,,,,,,
610,07/09/2023 02:04:50,29.73,,,,,,
611,07/09/2023 02:14:50,29.77,,,,,,
612,07/09/2023 02:24:50,29.47,,,,,,
613,07/09/2023 02:34:50,29.68,,,,,,
614,07/09/2023 02:44:50,29.86,,,,,,
615,07/09/2023 02:54:50,29.47,,,,,,
616,07/09/2023 03:04:50,29.60,,,,,,
617,07/09/2023 03:14:50,29.86,,,,,,
618,07/09/2023 03:24:50,29.60,,,,,,
619,07/09/2023 03:34:50,29.47,,,,,,
620,07/09/2023 03:44:50,29.73,,,,,,
621,07/09/2023 03:54:50,29.77,,,,,,
622,07/09/2023 04:04:50,29.43,,,,,,
623,07/09/2023 04:14:50,29.60,,,,,,
624,07/09/2023 04:24:50,29.81,,,,,,
625,07/09/2023 04:34:50,29.60,,,,,,
626,07/09/2023 04:44:50,29.38,,,,,,
627,07/09/2023 04:54:50,29.68,,,,,,
628,07/09/2023 05:04:50,29.73,,,,,,
629,07/09/2023 05:14:50,29.47,,,,,,
630,07/09/2023 05:24:50,29.60,,,,,,
631,07/09/2023 05:34:50,29.77,,,,,,
632,07/09/2023 05:44:50,29.60,,,,,,
633,07/09/2023 05:54:50,29.47,,,,,,
634,07/09/2023 06:04:50,29.77,,,,,,
635,07/09/2023 06:14:50,29.77,,,,,,
636,07/09/2023 06:24:50,29.47,,,,,,
637,07/09/2023 06:34:50,29.51,,,,,,
638,07/09/2023 06:44:50,29.77,,,,,,
639,07/09/2023 06:54:50,29.81,,,,,,
640,07/09/2023 07:04:50,29.47,,,,,,
641,07/09/2023 07:14:50,29.60,,,,,,
642,07/09/2023 07:24:50,29.90,,,,,,
643,07/09/2023 07:34:50,29.77,,,,,,
644,07/09/2023 07:44:50,29.51,,,,,,
645,07/09/2023 07:54:50,29.73,,,,,,
646,07/09/2023 08:04:50,29.86,,,,,,
647,07/09/2023 08:14:50,29.73,,,,,,
648,07/09/2023 08:24:50,29.56,,,,,,
649,07/09/2023 08:34:50,29.81,,,,,,
650,07/09/2023 08:44:50,29.81,,,,,,
651,07/09/2023 08:54:50,29.51,,,,,,
652,07/09/2023 09:04:50,29.77,,,,,,
653,07/09/2023 09:14:50,29.90,,,,,,
654,07/09/2023 09:24:50,29.77,,,,,,
655,07/09/2023 09:34:50,29.60,,,,,,
656,07/09/2023 09:44:50,29.94,,,,,,
657,07/09/2023 09:54:50,29.94,,,,,,
658,07/09/2023 10:04:50,29.77,,,,,,
659,07/09/2023 10:14:50,29.56,,,,,,
660,07/09/2023 10:24:50,29.98,,,,,,
661,07/09/2023 10:34:50,29.94,,,,,,
662,07/09/2023 10:44:50,29.86,,,,,,
663,07/09/2023 10:54:50,29.77,,,,,,
664,07/09/2023 11:04:50,29.64,,,,,,
665,07/09/2023 11:14:50,29.86,,,,,,
666,07/09/2023 11:24:50,30.11,,,,,,
667,07/09/2023 11:34:50,29.98,,,,,,
668,07/09/2023 11:44:50,29.94,,,,,,
669,07/09/2023 11:54:50,29.86,,,,,,
670,07/09/2023 12:04:50,29.73,,,,,,
671,07/09/2023 12:14:50,29.60,,,,,,
672,07/09/2023 12:24:50,29.86,,,,,,
673,07/09/2023 12:34:50,30.07,,,,,,
674,07/09/2023 12:44:50,29.77,,,,,,
675,07/09/2023 12:54:50,29.64,,,,,,
676,07/09/2023 13:04:50,29.56,,,,,,
677,07/09/2023 13:14:50,30.11,,,,,,
678,07/09/2023 13:24:50,30.11,,,,,,
679,07/09/2023 13:34:50,29.90,,,,,,
680,07/09/2023 13:44:50,29.64,,,,,,
681,07/09/2023 13:54:50,29.73,,,,,,
682,07/09/2023 14:04:50,29.94,,,,,,
683,07/09/2023 14:14:50,29.73,,,,,,
684,07/09/2023 14:24:50,29.56,,,,,,
685,07/09/2023 14:34:50,29.64,,,,,,
686,07/09/2023 14:44:50,29.86,,,,,,
687,07/09/2023 14:54:50,29.60,,,,,,
688,07/09/2023 15:04:50,29.47,,,,,,
689,07/09/2023 15:14:50,29.73,,,,,,
690,07/09/2023 15:24:50,29.77,,,,,,
691,07/09/2023 15:34:50,29.56,,,,,,
692,07/09/2023 15:44:50,29.60,,,,,,
693,07/09/2023 15:54:50,29.90,,,,,,
694,07/09/2023 16:04:50,29.77,,,,,,
695,07/09/2023 16:14:50,29.51,,,,,,
696,07/09/2023 16:24:50,29.60,,,,,,
697,07/09/2023 16:34:50,29.86,,,,,,
698,07/09/2023 16:44:50,29.56,,,,,,
699,07/09/2023 16:54:50,29.51,,,,,,
700,07/09/2023 17:04:50,29.86,,,,,,
701,07/09/2023 17:14:50,29.56,,,,,,
702,07/09/2023 17:24:50,29.47,,,,,,
703,07/09/2023 17:34:50,29.73,,,,,,
704,07/09/2023 17:44:50,29.73,,,,,,
705,07/09/2023 17:54:50,29.43,,,,,,
706,07/09/2023 18:04:50,29.56,,,,,,
707,07/09/2023 18:14:50,29.86,,,,,,
708,07/09/2023 18:24:50,29.51,,,,,,
709,07/09/2023 18:34:50,29.47,,,,,,
710,07/09/2023 18:44:50,29.60,,,,,,
711,07/09/2023 18:54:50,29.73,,,,,,
712,07/09/2023 19:04:50,29.77,,,,,,
713,07/09/2023 19:14:50,29.68,,,,,,
714,07/09/2023 19:24:50,29.43,,,,,,
715,07/09/2023 19:34:50,29.64,,,,,,
716,07/09/2023 19:44:50,29.81,,,,,,
717,07/09/2023 19:54:50,29.47,,,,,,
718,07/09/2023 20:04:50,29.56,,,,,,
719,07/09/2023 20:14:50,29.68,,,,,,
720,07/09/2023 20:24:50,29.77,,,,,,
721,07/09/2023 20:34:50,29.38,,,,,,
722,07/09/2023 20:44:50,29.56,,,,,,
723,07/09/2023 20:54:50,29.73,,,,,,
724,07/09/2023 21:04:50,29.81,,,,,,
725,07/09/2023 21:14:50,29.47,,,,,,
726,07/09/2023 21:24:50,29.47,,,,,,
727,07/09/2023 21:34:50,29.73,,,,,,
728,07/09/2023 21:44:50,29.86,,,,,,
729,07/09/2023 21:54:50,29.51,,,,,,
730,07/09/2023 22:04:50,29.56,,,,,,
731,07/09/2023 22:14:50,29.86,,,,,,
732,07/09/2023 22:24:50,29.60,,,,,,
733,07/09/2023 22:34:50,29.43,,,,,,
734,07/09/2023 22:44:50,29.73,,,,,,
735,07/09/2023 22:54:50,29.81,,,,,,
736,07/09/2023 23:04:50,29.56,,,,,,
737,07/09/2023 23:14:50,29.51,,,,,,
738,07/09/2023 23:24:50,29.77,,,,,,
739,07/09/2023 23:34:50,29.64,,,,,,
740,07/09/2023 23:44:50,29.47,,,,,,
741,07/09/2023 23:54:50,29.73,,,,,,
742,07/10/2023 00:04:50,29.81,,,,,,
743,07/10/2023 00:14:50,29.47,,,,,,
744,07/10/2023 00:24:50,29.60,,,,,,
745,07/10/2023 00:34:50,29.81,,,,,,
746,07/10/2023 00:44:50,29.60,,,,,,
747,07/10/2023 00:54:50,29.47,,,,,,
748,07/10/2023 01:04:50,29.77,,,,,,
749,07/10/2023 01:14:50,29.68,,,,,,
750,07/10/2023 01:24:50,29.43,,,,,,
751,07/10/2023 01:34:50,29.64,,,,,,
752,07/10/2023 01:44:50,29.86,,,,,,
753,07/10/2023 01:54:50,29.51,,,,,,
754,07/10/2023 02:04:50,29.51,,,,,,
755,07/10/2023 02:14:50,29.77,,,,,,
756,07/10/2023 02:24:50,29.68,,,,,,
757,07/10/2023 02:34:50,29.47,,,,,,
758,07/10/2023 02:44:50,29.51,,,,,,
759,07/10/2023 02:54:50,29.81,,,,,,
760,07/10/2023 03:04:50,29.64,,,,,,
761,07/10/2023 03:14:50,29.43,,,,,,
762,07/10/2023 03:24:50,29.56,,,,,,
763,07/10/2023 03:34:50,29.86,,,,,,
764,07/10/2023 03:44:50,29.60,,,,,,
765,07/10/2023 03:54:50,29.43,,,,,,
766,07/10/2023 04:04:50,29.68,,,,,,
767,07/10/2023 04:14:50,29.73,,,,,,
768,07/10/2023 04:24:50,29.51,,,,,,
769,07/10/2023 04:34:50,29.51,,,,,,
770,07/10/2023 04:44:50,29.81,,,,,,
771,07/10/2023 04:54:50,29.51,,,,,,
772,07/10/2023 05:04:50,29.47,,,,,,
773,07/10/2023 05:14:50,29.77,,,,,,
774,07/10/2023 05:24:50,29.64,,,,,,
775,07/10/2023 05:34:50,29.43,,,,,,
776,07/10/2023 05:44:50,29.64,,,,,,
777,07/10/2023 05:54:50,29.86,,,,,,
778,07/10/2023 06:04:50,29.56,,,,,,
779,07/10/2023 06:14:50,29.43,,,,,,
780,07/10/2023 06:24:50,29.73,,,,,,
781,07/10/2023 06:34:50,29.77,,,,,,
782,07/10/2023 06:44:50,29.47,,,,,,
783,07/10/2023 06:54:50,29.51,,,,,,
784,07/10/2023 07:04:50,29.86,,,,,,
785,07/10/2023 07:14:50,29.73,,,,,,
786,07/10/2023 07:24:50,29.47,,,,,,
787,07/10/2023 07:34:50,29.86,,,,,,
788,07/10/2023 07:44:50,29.86,,,,,,
789,07/10/2023 07:54:50,29.68,,,,,,
790,07/10/2023 08:04:50,29.47,,,,,,
791,07/10/2023 08:14:50,29.81,,,,,,
792,07/10/2023 08:24:50,29.94,,,,,,
793,07/10/2023 08:34:50,29.77,,,,,,
794,07/10/2023 08:44:50,29.68,,,,,,
795,07/10/2023 08:54:50,29.60,,,,,,
796,07/10/2023 09:04:50,29.60,,,,,,
797,07/10/2023 09:14:50,29.86,,,,,,
798,07/10/2023 09:24:50,30.03,,,,,,
799,07/10/2023 09:34:50,29.86,,,,,,
800,07/10/2023 09:44:50,29.73,,,,,,
801,07/10/2023 09:54:50,29.64,,,,,,
802,07/10/2023 10:04:50,29.51,,,,,,
803,07/10/2023 10:14:50,29.90,,,,,,
804,07/10/2023 10:24:50,29.94,,,,,,
805,07/10/2023 10:34:50,29.90,,,,,,
806,07/10/2023 10:44:50,29.81,,,,,,
807,07/10/2023 10:54:50,29.73,,,,,,
808,07/10/2023 11:04:50,29.64,,,,,,
809,07/10/2023 11:14:50,29.64,,,,,,
810,07/10/2023 11:24:50,29.98,,,,,,
811,07/10/2023 11:34:50,30.03,,,,,,
812,07/10/2023 11:44:50,30.03,,,,,,
813,07/10/2023 11:54:50,29.98,,,,,,
814,07/10/2023 12:04:50,29.90,,,,,,
815,07/10/2023 12:14:50,29.81,,,,,,
816,07/10/2023 12:24:50,29.86,,,,,,
817,07/10/2023 12:34:50,29.86,,,,,,
818,07/10/2023 12:44:50,29.81,,,,,,
819,07/10/2023 12:54:50,29.77,,,,,,
820,07/10/2023 13:04:50,29.73,,,,,,
821,07/10/2023 13:14:50,29.73,,,,,,
822,07/10/2023 13:24:50,29.73,,,,,,
823,07/10/2023 13:34:50,29.73,,,,,,
824,07/10/2023 13:44:50,29.64,,,,,,
825,07/10/2023 13:54:50,29.64,,,,,,
826,07/10/2023 14:04:50,29.56,,,,,,
827,07/10/2023 14:14:50,30.03,,,,,,
828,07/10/2023 14:24:50,29.98,,,,,,
829,07/10/2023 14:34:50,29.90,,,,,,
830,07/10/2023 14:44:50,29.81,,,,,,
831,07/10/2023 14:54:50,29.73,,,,,,
832,07/10/2023 15:04:50,29.60,,,,,,
833,07/10/2023 15:14:50,29.60,,,,,,
834,07/10/2023 15:24:50,29.94,,,,,,
835,07/10/2023 15:34:50,30.03,,,,,,
836,07/10/2023 15:44:50,29.86,,,,,,
837,07/10/2023 15:54:50,29.68,,,,,,
838,07/10/2023 16:04:50,29.56,,,,,,
839,07/10/2023 16:14:50,29.43,,,,,,
840,07/10/2023 16:24:50,29.56,,,,,,
841,07/10/2023 16:34:50,29.51,,,,,,
842,07/10/2023 16:44:50,29.38,,,,,,
843,07/10/2023 16:54:50,29.30,,,,,,
844,07/10/2023 17:04:50,29.26,,,,,,
845,07/10/2023 17:14:50,29.26,,,,,,
846,07/10/2023 17:24:50,29.13,,,,,,
847,07/10/2023 17:34:50,29.08,,,,,,
848,07/10/2023 17:44:50,29.00,,,,,,
849,07/10/2023 17:54:50,28.95,,,,,,
850,07/10/2023 18:04:50,28.78,,,,,,
851,07/10/2023 18:14:50,28.78,,,,,,
852,07/10/2023 18:24:50,28.65,,,,,,
853,07/10/2023 18:34:50,28.61,,,,,,
854,07/10/2023 18:44:50,28.48,,,,,,
855,07/10/2023 18:54:50,28.35,,,,,,
856,07/10/2023 19:04:50,28.27,,,,,,
857,07/10/2023 19:14:50,28.18,,,,,,
858,07/10/2023 19:24:50,28.10,,,,,,
859,07/10/2023 19:34:50,27.97,Logged,,,,,
860,07/10/2023 19:44:50,27.88,,,,,,
861,07/10/2023 19:54:50,27.80,,,,,,
862,07/10/2023 20:04:50,27.71,,,,,,
863,07/10/2023 20:14:50,27.58,,,,,,
864,07/10/2023 20:24:50,27.54,,,,,,
865,07/10/2023 20:34:50,27.50,,,,,,
866,07/10/2023 20:44:50,27.37,,,,,,
867,07/10/2023 20:54:50,27.37,,,,,,
868,07/10/2023 21:04:50,27.24,,,,,,
869,07/10/2023 21:14:50,27.28,,,,,,
870,07/10/2023 21:24:50,27.24,,,,,,
871,07/10/2023 21:34:50,27.15,,,,,,
872,07/10/2023 21:44:50,27.20,,,,,,
873,07/10/2023 21:54:50,27.11,,,,,,
874,07/10/2023 22:04:50,27.07,,,,,,
875,07/10/2023 22:14:50,27.07,,,,,,
876,07/10/2023 22:24:50,26.98,,,,,,
877,07/10/2023 22:34:50,26.90,,,,,,
878,07/10/2023 22:44:50,26.85,,,,,,
879,07/10/2023 22:54:50,26.77,,,,,,
880,07/10/2023 23:04:50,26.68,,,,,,
881,07/10/2023 23:14:50,26.60,,,,,,
882,07/10/2023 23:24:50,26.55,,,,,,
883,07/10/2023 23:34:50,26.47,,,,,,
884,07/10/2023 23:44:50,26.42,,,,,,
885,07/10/2023 23:54:50,26.30,,,,,,
886,07/11/2023 00:04:50,26.21,,,,,,
887,07/11/2023 00:14:50,26.17,,,,,,
888,07/11/2023 00:24:50,26.08,,,,,,
889,07/11/2023 00:34:50,26.04,,,,,,
890,07/11/2023 00:44:50,25.99,,,,,,
891,07/11/2023 00:54:50,25.91,,,,,,
892,07/11/2023 01:04:50,25.82,,,,,,
893,07/11/2023 01:14:50,25.82,,,,,,
894,07/11/2023 01:24:50,25.74,,,,,,
895,07/11/2023 01:34:50,25.65,,,,,,
896,07/11/2023 01:44:50,25.57,,,,,,
897,07/11/2023 01:54:50,25.57,,,,,,
898,07/11/2023 02:04:50,25.48,,,,,,
899,07/11/2023 02:14:50,25.48,,,,,,
900,07/11/2023 02:24:50,25.39,,,,,,
901,07/11/2023 02:34:50,25.39,,,,,,
902,07/11/2023 02:44:50,25.35,,,,,,
903,07/11/2023 02:54:50,25.27,,,,,,
904,07/11/2023 03:04:50,25.18,,,,,,
905,07/11/2023 03:14:50,25.18,,,,,,
906,07/11/2023 03:24:50,25.09,,,,,,
907,07/11/2023 03:34:50,25.09,,,,,,
908,07/11/2023 03:44:50,25.05,,,,,,
909,07/11/2023 03:54:50,25.05,,,,,,
910,07/11/2023 04:04:50,25.05,,,,,,
911,07/11/2023 04:14:50,24.97,,,,,,
912,07/11/2023 04:24:50,24.92,,,,,,
913,07/11/2023 04:34:50,24.92,,,,,,
914,07/11/2023 04:44:50,24.92,,,,,,
915,07/11/2023 04:54:50,24.88,,,,,,
916,07/11/2023 05:04:50,24.88,,,,,,
917,07/11/2023 05:14:50,24.79,,,,,,
918,07/11/2023 05:24:50,24.79,,,,,,
919,07/11/2023 05:34:50,24.79,,,,,,
920,07/11/2023 05:44:50,24.79,,,,,,
921,07/11/2023 05:54:50,24.71,,,,,,
922,07/11/2023 06:04:50,24.75,,,,,,
923,07/11/2023 06:14:50,24.75,,,,,,
924,07/11/2023 06:24:50,24.71,,,,,,
925,07/11/2023 06:34:50,24.75,,,,,,
926,07/11/2023 06:44:50,24.62,,,,,,
927,07/11/2023 06:54:50,24.62,,,,,,
928,07/11/2023 07:04:50,24.58,,,,,,
929,07/11/2023 07:14:50,24.62,,,,,,
930,07/11/2023 07:24:50,24.62,,,,,,
931,07/11/2023 07:34:50,24.71,,,,,,
932,07/11/2023 07:44:50,24.62,,,,,,
933,07/11/2023 07:54:50,24.71,,,,,,
934,07/11/2023 08:04:50,24.75,,,,,,
935,07/11/2023 08:14:50,24.79,,,,,,
936,07/11/2023 08:24:50,24.88,,,,,,
937,07/11/2023 08:34:50,24.92,,,,,,
938,07/11/2023 08:44:50,25.01,,,,,,
939,07/11/2023 08:54:50,25.14,,,,,,
940,07/11/2023 09:04:50,25.18,,,,,,
941,07/11/2023 09:14:50,25.31,,,,,,
942,07/11/2023 09:24:50,25.39,,,,,,
943,07/11/2023 09:34:50,26.60,,,,,,
944,07/11/2023 09:44:50,27.37,,,,,,
945,07/11/2023 09:54:50,27.97,,,,,,
946,07/11/2023 10:04:50,28.44,,24.58,,,,
947,07/11/2023 10:14:50,28.95,,,,,,
948,07/11/2023 10:24:50,29.34,,,,,,
949,07/11/2023 10:34:50,29.73,,,,,,
950,07/11/2023 10:44:50,30.03,,,,,,
951,07/11/2023 10:54:50,29.94,,,,,,
952,07/11/2023 11:04:50,29.68,,,,,,
953,07/11/2023 11:14:50,29.68,,,,,,
954,07/11/2023 11:24:50,30.03,,,,,,
955,07/11/2023 11:34:50,29.90,,,,,,
956,07/11/2023 11:44:50,29.77,,,,,,
957,07/11/2023 11:54:50,29.77,,,,,,
958,07/11/2023 12:04:50,30.07,,,,,,
959,07/11/2023 12:14:50,30.03,,,,,,
960,07/11/2023 12:24:50,29.90,,,,,,
961,07/11/2023 12:34:50,29.73,,,,,,
962,07/11/2023 12:44:50,29.77,,,,,,
963,07/11/2023 12:54:50,30.11,,,,,,
964,07/11/2023 13:04:50,29.98,,,,,,
965,07/11/2023 13:14:50,29.73,,,,,,
966,07/11/2023 13:24:50,29.90,,,,,,
967,07/11/2023 13:34:50,30.11,,,,,,
968,07/11/2023 13:44:50,29.94,,,,,,
969,07/11/2023 13:54:50,29.68,,,,,,
970,07/11/2023 14:04:50,29.81,,,,,,
971,07/11/2023 14:14:50,30.03,,,,,,
972,07/11/2023 14:24:50,29.86,,,,,,
973,07/11/2023 14:34:50,29.60,,,,,,
974,07/11/2023 14:44:50,29.90,,,,,,
975,07/11/2023 14:54:50,29.94,,,,,,
976,07/11/2023 15:04:50,29.68,,,,,,
977,07/11/2023 15:14:50,29.64,,,,,,
978,07/11/2023 15:24:50,29.90,,,,,,
979,07/11/2023 15:34:50,29.81,,,,,,
980,07/11/2023 15:44:50,29.56,,,,,,
981,07/11/2023 15:54:50,29.77,,,,,,
982,07/11/2023 16:04:50,29.90,,,,,,
983,07/11/2023 16:14:50,29.56,,,,,,
984,07/11/2023 16:24:50,29.60,,,,,,
985,07/11/2023 16:34:50,29.81,,,,,,
986,07/11/2023 16:44:50,29.86,,,,,,
987,07/11/2023 16:54:50,29.51,,,,,,
988,07/11/2023 17:04:50,29.60,,,,,,
989,07/11/2023 17:14:50,29.86,,,,,,
990,07/11/2023 17:24:50,29.77,,,,,,
991,07/11/2023 17:34:50,29.43,,,,,,
992,07/11/2023 17:44:50,29.60,,,,,,
993,07/11/2023 17:54:50,29.81,,,,,,
994,07/11/2023 18:04:50,29.51,,,,,,
995,07/11/2023 18:14:50,29.56,,,,,,
996,07/11/2023 18:24:50,29.77,,,,,,
997,07/11/2023 18:34:50,29.73,,,,,,
998,07/11/2023 18:44:50,29.43,,,,,,
999,07/11/2023 18:54:50,29.64,,,,,,
1000,07/11/2023 19:04:50,29.86,,,,,,
1001,07/11/2023 19:14:50,29.60,,,,,,
1002,07/11/2023 19:24:50,29.51,,,,,,
1003,07/11/2023 19:34:50,29.77,,,,,,
1004,07/11/2023 19:44:50,29.77,,,,,,
1005,07/11/2023 19:54:50,29.43,,,,,,
1006,07/11/2023 20:04:50,29.64,,,,,,
1007,07/11/2023 20:14:50,29.86,,,,,,
1008,07/11/2023 20:24:50,29.60,,,,,,
1009,07/11/2023 20:34:50,29.47,,,,,,
1010,07/11/2023 20:44:50,29.73,,,,,,
1011,07/11/2023 20:54:50,29.73,,,,,,
1012,07/11/2023 21:04:50,29.43,,,,,,
1013,07/11/2023 21:14:50,29.60,,,,,,
1014,07/11/2023 21:24:50,29.86,,,,,,
1015,07/11/2023 21:34:50,29.47,,,,,,
1016,07/11/2023 21:44:50,29.51,,,,,,
1017,07/11/2023 21:54:50,29.77,,,,,,
1018,07/11/2023 22:04:50,29.73,,,,,,
1019,07/11/2023 22:14:50,29.43,,,,,,
1020,07/11/2023 22:24:50,29.60,,,,,,
1021,07/11/2023 22:34:50,29.81,,,,,,
1022,07/11/2023 22:44:50,29.81,,,,,,
1023,07/11/2023 22:54:50,29.47,,,,,,
1024,07/11/2023 23:04:50,29.56,,,,,,
1025,07/11/2023 23:14:50,29.81,,,,,,
1026,07/11/2023 23:24:50,29.77,,,,,,
1027,07/11/2023 23:34:50,29.43,,,,,,
1028,07/11/2023 23:44:50,29.68,,,,,,
1029,07/11/2023 23:54:50,29.77,,,,,,
1030,07/12/2023 00:04:50,29.47,,,,,,
1031,07/12/2023 00:14:50,29.64,,,,,,
1032,07/12/2023 00:24:50,29.73,,,,,,
1033,07/12/2023 00:34:50,29.43,,,,,,
1034,07/12/2023 00:44:50,29.56,,,,,,
1035,07/12/2023 00:54:50,29.81,,,,,,
1036,07/12/2023 01:04:50,29.56,,,,,,
1037,07/12/2023 01:14:50,29.51,,,,,,
1038,07/12/2023 01:24:50,29.81,,,,,,
1039,07/12/2023 01:34:50,29.64,,,,,,
1040,07/12/2023 01:44:50,29.43,,,,,,
1041,07/12/2023 01:54:50,29.60,,,,,,
1042,07/12/2023 02:04:50,29.77,,,,,,
1043,07/12/2023 02:14:50,29.73,,,,,,
1044,07/12/2023 02:24:50,29.47,,,,,,
1045,07/12/2023 02:34:50,29.64,,,,,,
1046,07/12/2023 02:44:50,29.86,,,,,,
1047,07/12/2023 02:54:50,29.56,,,,,,
1048,07/12/2023 03:04:50,29.47,,,,,,
1049,07/12/2023 03:14:50,29.73,,,,,,
1050,07/12/2023 03:24:50,29.86,,,,,,
1051,07/12/2023 03:34:50,29.81,,,,,,
1052,07/12/2023 03:44:50,29.47,,,,,,
1053,07/12/2023 03:54:50,29.60,,,,,,
1054,07/12/2023 04:04:50,29.86,,,,,,
1055,07/12/2023 04:14:50,29.56,,,,,,
1056,07/12/2023 04:24:50,29.47,,,,,,
1057,07/12/2023 04:34:50,29.73,,,,,,
1058,07/12/2023 04:44:50,29.77,,,,,,
1059,07/12/2023 04:54:50,29.73,,,,,,
1060,07/12/2023 05:04:50,29.43,,,,,,
1061,07/12/2023 05:14:50,29.64,,,,,,
1062,07/12/2023 05:24:50,29.81,,,,,,
1063,07/12/2023 05:34:50,29.56,,,,,,
1064,07/12/2023 05:44:50,29.47,,,,,,
1065,07/12/2023 05:54:50,29.73,,,,,,
1066,07/12/2023 06:04:50,29.86,,,,,,
1067,07/12/2023 06:14:50,29.51,,,,,,
1068,07/12/2023 06:24:50,29.56,,,,,,
1069,07/12/2023 06:34:50,29.73,,,,,,
1070,07/12/2023 06:44:50,29.86,,,,,,
1071,07/12/2023 06:54:50,29.68,,,,,,
1072,07/12/2023 07:04:50,29.47,,,,,,
1073,07/12/2023 07:14:50,29.77,,,,,,
1074,07/12/2023 07:24:50,29.90,,,,,,
1075,07/12/2023 07:34:50,29.68,,,,,,
1076,07/12/2023 07:44:50,29.60,,,,,,
1077,07/12/2023 07:54:50,29.86,,,,,,
1078,07/12/2023 08:04:50,29.81,,,,,,
1079,07/12/2023 08:14:50,29.56,,,,,,
1080,07/12/2023 08:24:50,29.68,,,,,,
1081,07/12/2023 08:34:50,30.03,,,,,,
1082,07/12/2023 08:44:50,29.68,,,,,,
1083,07/12/2023 08:54:50,29.64,,,,,,
1084,07/12/2023 09:04:50,29.90,,,,,,
1085,07/12/2023 09:14:50,29.90,,,,,,
1086,07/12/2023 09:24:50,29.60,,,,,,
1087,07/12/2023 09:34:50,29.86,,,,,,
1088,07/12/2023 09:44:50,30.03,,,,,,
1089,07/12/2023 09:54:50,29.73,,,,,,
1090,07/12/2023 10:04:50,29.68,,,,,,
1091,07/12/2023 10:14:50,30.03,,,,,,
1092,07/12/2023 10:24:50,29.90,,,,,,
1093,07/12/2023 10:34:50,29.68,,,,,,
1094,07/12/2023 10:44:50,29.86,,,,,,
1095,07/12/2023 10:54:50,30.03,,,,,,
1096,07/12/2023 11:04:50,29.60,,,,,,
1097,07/12/2023 11:14:50,29.60,,,,,,
1098,07/12/2023 11:24:50,29.64,,,,,,
1099,07/12/2023 11:34:50,29.68,,,,,,
1100,07/12/2023 11:44:50,29.68,,,,,,
1101,07/12/2023 11:54:50,29.81,,,,,,
