#,Date-Time (French Polynesia Standard Time),Ch:1 - Hot_sump   (°C),Chan 1 Alarm Tripped,Host Connected,Chan 1 Alarm Cleared,Button Down,Button Up,End of File
543,06/16/2023 07:58:45,29.34,,,,,,
544,06/16/2023 08:08:45,29.30,,,,,,
545,06/16/2023 08:18:45,29.30,,,,,,
546,06/16/2023 08:28:45,29.38,,,,,,
547,06/16/2023 08:38:45,29.51,,,,,,
548,06/16/2023 08:48:45,29.51,,,,,,
549,06/16/2023 08:58:45,29.56,,,,,,
550,06/16/2023 09:08:45,29.64,,,,,,
551,06/16/2023 09:18:45,29.68,,,,,,
552,06/16/2023 09:28:45,29.77,,,,,,
553,06/16/2023 09:38:45,29.86,,,,,,
554,06/16/2023 09:48:45,29.77,,,,,,
555,06/16/2023 09:58:45,29.56,,,,,,
556,06/16/2023 10:08:45,29.51,,,,,,
557,06/16/2023 10:18:45,29.60,,,,,,
558,06/16/2023 10:28:45,29.73,,,,,,
559,06/16/2023 10:38:45,29.86,,,,,,
560,06/16/2023 10:48:45,29.90,,,,,,
561,06/16/2023 10:58:45,29.60,,,,,,
562,06/16/2023 11:08:45,29.43,,,,,,
563,06/16/2023 11:18:45,29.64,,,,,,
564,06/16/2023 11:28:45,29.81,,,,,,
565,06/16/2023 11:38:45,29.94,,,,,,
566,06/16/2023 11:48:45,29.64,,,,,,
567,06/16/2023 11:58:45,29.51,,,,,,
568,06/16/2023 12:08:45,29.43,,,,,,
569,06/16/2023 12:18:45,29.68,,,,,,
570,06/16/2023 12:28:45,29.90,,,,,,
571,06/16/2023 12:38:45,29.68,,,,,,
572,06/16/2023 12:48:45,29.56,,,,,,
573,06/16/2023 12:58:45,29.47,,,,,,
574,06/16/2023 13:08:45,29.56,,,,,,
575,06/16/2023 13:18:45,29.90,,,,,,
576,06/16/2023 13:28:45,29.73,,,,,,
577,06/16/2023 13:38:45,29.60,,,,,,
578,06/16/2023 13:48:45,29.51,,,,,,
579,06/16/2023 13:58:45,29.47,,,,,,
580,06/16/2023 14:08:45,29.56,,,,,,
581,06/16/2023 14:18:45,29.68,,,,,,
582,06/16/2023 14:28:45,29.81,,,,,,
583,06/16/2023 14:38:45,29.56,,,,,,
584,06/16/2023 14:48:45,29.43,,,,,,
585,06/16/2023 14:58:45,29.68,,,,,,
586,06/16/2023 15:08:45,29.90,,,,,,
587,06/16/2023 15:18:45,29.64,,,,,,
588,06/16/2023 15:28:45,29.34,,,,,,
589,06/16/2023 15:38:45,29.64,,,,,,
590,06/16/2023 15:48:45,29.77,,,,,,
591,06/16/2023 15:58:45,29.64,,,,,,
592,06/16/2023 16:08:45,29.38,,,,,,
593,06/16/2023 16:18:45,29.56,,,,,,
594,06/16/2023 16:28:45,29.77,,,,,,
595,06/16/2023 16:38:45,29.64,,,,,,
596,06/16/2023 16:48:45,29.30,,,,,,
597,06/16/2023 16:58:45,29.60,,,,,,
598,06/16/2023 17:08:45,29.68,,,,,,
599,06/16/2023 17:18:45,29.68,,,,,,
600,06/16/2023 17:28:45,29.43,,,,,,
601,06/16/2023 17:38:45,29.56,,,,,,
602,06/16/2023 17:48:45,29.68,,,,,,
603,06/16/2023 17:58:45,29.73,,,,,,
604,06/16/2023 18:08:45,29.30,,,,,,
605,06/16/2023 18:18:45,29.47,,,,,,
606,06/16/2023 18:28:45,29.51,,,,,,
607,06/16/2023 18:38:45,29.60,,,,,,
608,06/16/2023 18:48:45,29.68,,,,,,
609,06/16/2023 18:58:45,29.64,,,,,,
610,06/16/2023 19:08:45,29.60,,,,,,
611,06/16/2023 19:18:45,29.60,,,,,,
612,06/16/2023 19:28:45,29.64,,,,,,
613,06/16/2023 19:38:45,29.64,,,,,,
614,06/16/2023 19:48:45,29.60,,,,,,
615,06/16/2023 19:58:45,29.60,,,,,,
616,06/16/2023 20:08:45,29.60,,,,,,
617,06/16/2023 20:18:45,29.64,,,,,,
618,06/16/2023 20:28:45,29.64,,,,,,
619,06/16/2023 20:38:45,29.64,,,,,,
620,06/16/2023 20:48:45,29.68,,,,,,
621,06/16/2023 20:58:45,29.60,,,,,,
622,06/16/2023 21:08:45,29.51,,,,,,
623,06/16/2023 21:18:45,29.56,,,,,,
624,06/16/2023 21:28:45,29.56,,,,,,
625,06/16/2023 21:38:45,29.60,,,,,,
626,06/16/2023 21:48:45,29.60,,,,,,
627,06/16/2023 21:58:45,29.64,,,,,,
628,06/16/2023 22:08:45,29.64,,,,,,
629,06/16/2023 22:18:45,29.64,,,,,,
630,06/16/2023 22:28:45,29.73,,,,,,
631,06/16/2023 22:38:45,29.81,,,,,,
632,06/16/2023 22:48:45,29.47,,,,,,
633,06/16/2023 22:58:45,29.34,,,,,,
634,06/16/2023 23:08:45,29.64,,,,,,
635,06/16/2023 23:18:45,29.77,,,,,,
636,06/16/2023 23:28:45,29.43,,,,,,
637,06/16/2023 23:38:45,29.43,,,,,,
638,06/16/2023 23:48:45,29.68,,,,,,
639,06/16/2023 23:58:45,29.73,,,,,,
640,06/17/2023 00:08:45,29.64,,,,,,
641,06/17/2023 00:18:45,29.30,,,,,,
642,06/17/2023 00:28:45,29.51,,,,,,
643,06/17/2023 00:38:45,29.68,,,,,,
644,06/17/2023 00:48:45,29.81,,,,,,
645,06/17/2023 00:58:45,29.47,,,,,,
646,06/17/2023 01:08:45,29.47,,,,,,
647,06/17/2023 01:18:45,29.60,,,,,,
648,06/17/2023 01:28:45,29.73,,,,,,
649,06/17/2023 01:38:45,29.73,,,,,,
650,06/17/2023 01:48:45,29.34,,,,,,
651,06/17/2023 01:58:45,29.47,,,,,,
652,06/17/2023 02:08:45,29.60,,,,,,
653,06/17/2023 02:18:45,29.73,,,,,,
654,06/17/2023 02:28:45,29.77,,,,,,
655,06/17/2023 02:38:45,29.34,,,,,,
656,06/17/2023 02:48:45,29.47,,,,,,
657,06/17/2023 02:58:45,29.56,,,,,,
658,06/17/2023 03:08:45,29.68,,,,,,
659,06/17/2023 03:18:45,29.77,,,,,,
660,06/17/2023 03:28:45,29.81,,,,,,
661,06/17/2023 03:38:45,29.43,,,,,,
662,06/17/2023 03:48:45,29.43,,,,,,
663,06/17/2023 03:58:45,29.60,,,,,,
664,06/17/2023 04:08:45,29.68,,,,,,
665,06/17/2023 04:18:45,29.73,,,,,,
666,06/17/2023 04:28:45,29.77,,,,,,
667,06/17/2023 04:38:45,29.60,,,,,,
668,06/17/2023 04:48:45,29.38,,,,,,
669,06/17/2023 04:58:45,29.56,,,,,,
670,06/17/2023 05:08:45,29.68,,,,,,
671,06/17/2023 05:18:45,29.73,,,,,,
672,06/17/2023 05:28:45,29.81,,,,,,
673,06/17/2023 05:38:45,29.38,,,,,,
674,06/17/2023 05:48:45,29.38,,,,,,
675,06/17/2023 05:58:45,29.56,,,,,,
676,06/17/2023 06:08:45,29.56,,,,,,
677,06/17/2023 06:18:45,29.60,,,,,,
678,06/17/2023 06:28:45,29.68,,,,,,
679,06/17/2023 06:38:45,29.68,,,,,,
680,06/17/2023 06:48:45,29.77,,,,,,
681,06/17/2023 06:58:45,29.81,,,,,,
682,06/17/2023 07:08:45,29.51,,,,,,
683,06/17/2023 07:18:45,29.38,,,,,,
684,06/17/2023 07:28:45,29.60,,,,,,
685,06/17/2023 07:38:45,29.73,,,,,,
686,06/17/2023 07:48:45,29.90,,,,,,
687,06/17/2023 07:58:45,29.51,,,,,,
688,06/17/2023 08:08:45,29.38,,,,,,
689,06/17/2023 08:18:45,29.73,,,,,,
690,06/17/2023 08:28:45,29.77,,,,,,
691,06/17/2023 08:38:45,29.68,,,,,,
692,06/17/2023 08:48:45,29.43,,,,,,
693,06/17/2023 08:58:45,29.68,,,,,,
694,06/17/2023 09:08:45,29.81,,,,,,
695,06/17/2023 09:18:45,29.60,,,,,,
696,06/17/2023 09:28:45,29.47,,,,,,
697,06/17/2023 09:38:45,29.68,,,,,,
698,06/17/2023 09:48:45,29.90,,,,,,
699,06/17/2023 09:58:45,29.68,,,,,,
700,06/17/2023 10:08:45,29.51,,,,,,
701,06/17/2023 10:18:45,29.43,,,,,,
702,06/17/2023 10:28:45,29.81,,,,,,
703,06/17/2023 10:38:45,30.20,,,,,,
704,06/17/2023 10:48:45,30.03,,,,,,
705,06/17/2023 10:58:45,29.60,,,,,,
706,06/17/2023 11:08:45,29.56,,,,,,
707,06/17/2023 11:18:45,29.43,,,,,,
708,06/17/2023 11:28:45,29.43,,,,,,
709,06/17/2023 11:38:45,29.38,,,,,,
710,06/17/2023 11:48:45,29.73,,,,,,
711,06/17/2023 11:58:45,30.03,,,,,,
712,06/17/2023 12:08:45,29.86,,,,,,
713,06/17/2023 12:18:45,29.73,,,,,,
714,06/17/2023 12:28:45,29.64,,,,,,
715,06/17/2023 12:38:45,29.60,,,,,,
716,06/17/2023 12:48:45,29.60,,,,,,
717,06/17/2023 12:58:45,29.51,,,,,,
718,06/17/2023 13:08:45,29.47,,,,,,
719,06/17/2023 13:18:45,29.38,,,,,,
720,06/17/2023 13:28:45,29.43,,,,,,
721,06/17/2023 13:38:45,29.38,,,,,,
722,06/17/2023 13:48:45,29.34,,,,,,
723,06/17/2023 13:58:45,29.34,,,,,,
724,06/17/2023 14:08:45,29.34,,,,,,
725,06/17/2023 14:18:45,29.64,,,,,,
726,06/17/2023 14:28:45,29.94,,,,,,
727,06/17/2023 14:38:45,29.81,,,,,,
728,06/17/2023 14:48:45,29.68,,,,,,
729,06/17/2023 14:58:45,29.56,,,,,,
730,06/17/2023 15:08:45,29.51,,,,,,
731,06/17/2023 15:18:45,29.43,,,,,,
732,06/17/2023 15:28:45,29.38,,,,,,
733,06/17/2023 15:38:45,29.68,,,,,,
734,06/17/2023 15:48:45,29.98,,,,,,
735,06/17/2023 15:58:45,29.73,,,,,,
736,06/17/2023 16:08:45,29.51,,,,,,
737,06/17/2023 16:18:45,29.38,,,,,,
738,06/17/2023 16:28:45,29.43,,,,,,
739,06/17/2023 16:38:45,29.68,,,,,,
740,06/17/2023 16:48:45,29.86,,,,,,
741,06/17/2023 16:58:45,29.68,,,,,,
742,06/17/2023 17:08:45,29.47,,,,,,
743,06/17/2023 17:18:45,29.30,,,,,,
744,06/17/2023 17:28:45,29.60,,,,,,
745,06/17/2023 17:38:45,29.77,,,,,,
746,06/17/2023 17:48:45,29.47,,,,,,
747,06/17/2023 17:58:45,29.17,,,,,,
748,06/17/2023 18:08:45,29.47,,,,,,
749,06/17/2023 18:18:45,29.60,,,,,,
750,06/17/2023 18:28:45,29.81,,,,,,
751,06/17/2023 18:38:45,29.86,,,,,,
752,06/17/2023 18:48:45,29.56,,,,,,
753,06/17/2023 18:58:45,29.30,,,,,,
754,06/17/2023 19:08:45,29.60,,,,,,
755,06/17/2023 19:18:45,29.77,,,,,,
756,06/17/2023 19:28:45,29.86,,,,,,
757,06/17/2023 19:38:45,29.56,,,,,,
758,06/17/2023 19:48:45,29.34,,,,,,
759,06/17/2023 19:58:45,29.47,,,,,,
760,06/17/2023 20:08:45,29.68,,,,,,
761,06/17/2023 20:18:45,29.90,,,,,,
762,06/17/2023 20:28:45,29.60,,,,,,
763,06/17/2023 20:38:45,29.43,,,,,,
764,06/17/2023 20:48:45,29.38,,,,,,
765,06/17/2023 20:58:45,29.64,,,,,,
766,06/17/2023 21:08:45,29.81,,,,,,
767,06/17/2023 21:18:45,29.73,,,,,,
768,06/17/2023 21:28:45,29.47,,,,,,
769,06/17/2023 21:38:45,29.43,,,,,,
770,06/17/2023 21:48:45,29.68,,,,,,
771,06/17/2023 21:58:45,29.81,,,,,,
772,06/17/2023 22:08:45,29.77,,,,,,
773,06/17/2023 22:18:45,29.51,,,,,,
774,06/17/2023 22:28:45,29.34,,,,,,
775,06/17/2023 22:38:45,29.56,,,,,,
776,06/17/2023 22:48:45,29.77,,,,,,
777,06/17/2023 22:58:45,29.86,,,,,,
778,06/17/2023 23:08:45,29.60,,,,,,
779,06/17/2023 23:18:45,29.26,,,,,,
780,06/17/2023 23:28:45,29.56,,,,,,
781,06/17/2023 23:38:45,29.73,,,,,,
782,06/17/2023 23:48:45,29.86,,,,,,
783,06/17/2023 23:58:45,29.68,,,,,,
784,06/18/2023 00:08:45,29.38,,,,,,
785,06/18/2023 00:18:45,29.38,,,,,,
786,06/18/2023 00:28:45,29.60,,,,,,
787,06/18/2023 00:38:45,29.73,,,,,,
788,06/18/2023 00:48:45,29.90,,,,,,
789,06/18/2023 00:58:45,29.64,,,,,,
790,06/18/2023 01:08:45,29.34,,,,,,
791,06/18/2023 01:18:45,29.51,,,,,,
792,06/18/2023 01:28:45,29.64,,,,,,
793,06/18/2023 01:38:45,29.73,,,,,,
794,06/18/2023 01:48:45,29.86,,,,,,
795,06/18/2023 01:58:45,29.68,,,,,,
796,06/18/2023 02:08:45,29.34,,,,,,
797,06/18/2023 02:18:45,29.51,,,,,,
798,06/18/2023 02:28:45,29.64,,,,,,
799,06/18/2023 02:38:45,29.77,,,,,,
800,06/18/2023 02:48:45,29.90,,,,,,
801,06/18/2023 02:58:45,29.56,,,,,,
802,06/18/2023 03:08:45,29.34,,,,,,
803,06/18/2023 03:18:45,29.51,,,,,,
804,06/18/2023 03:28:45,29.64,,,,,,
805,06/18/2023 03:38:45,29.73,,,,,,
806,06/18/2023 03:48:45,29.86,,,,,,
807,06/18/2023 03:58:45,29.60,,,,,,
808,06/18/2023 04:08:45,29.30,,,,,,
809,06/18/2023 04:18:45,29.47,,,,,,
810,06/18/2023 04:28:45,29.60,,,,,,
811,06/18/2023 04:38:45,29.77,,,,,,
812,06/18/2023 04:48:45,29.86,,,,,,
813,06/18/2023 04:58:45,29.86,,,,,,
814,06/18/2023 05:08:45,29.47,,,,,,
815,06/18/2023 05:18:45,29.34,,,,,,
816,06/18/2023 05:28:45,29.47,,,,,,
817,06/18/2023 05:38:45,29.64,,,,,,
818,06/18/2023 05:48:45,29.77,,,,,,
819,06/18/2023 05:58:45,29.86,,,,,,
820,06/18/2023 06:08:45,29.77,,,,,,
821,06/18/2023 06:18:45,29.38,,,,,,
822,06/18/2023 06:28:45,29.34,,,,,,
823,06/18/2023 06:38:45,29.60,,,,,,
824,06/18/2023 06:48:45,29.68,,,,,,
825,06/18/2023 06:58:45,29.81,,,,,,
826,06/18/2023 07:08:45,29.86,,,,,,
827,06/18/2023 07:18:45,29.56,,,,,,
828,06/18/2023 07:28:45,29.26,,,,,,
829,06/18/2023 07:38:45,29.60,,,,,,
830,06/18/2023 07:48:45,29.73,,,,,,
831,06/18/2023 07:58:45,29.90,,,,,,
832,06/18/2023 08:08:45,29.60,,,,,,
833,06/18/2023 08:18:45,29.38,,,,,,
834,06/18/2023 08:28:45,29.47,,,,,,
835,06/18/2023 08:38:45,29.68,,,,,,
836,06/18/2023 08:48:45,29.94,,,,,,
837,06/18/2023 08:58:45,29.68,,,,,,
838,06/18/2023 09:08:45,29.51,,,,,,
839,06/18/2023 09:18:45,29.43,,,,,,
840,06/18/2023 09:28:45,29.34,,,,,,
841,06/18/2023 09:38:45,29.68,,,,,,
842,06/18/2023 09:48:45,29.94,,,,,,
843,06/18/2023 09:58:45,29.73,,,,,,
844,06/18/2023 10:08:45,29.64,,,,,,
845,06/18/2023 10:18:45,29.64,,,,,,
846,06/18/2023 10:28:45,29.51,,,,,,
847,06/18/2023 10:38:45,29.51,,,,,,
848,06/18/2023 10:48:45,29.47,,,,,,
849,06/18/2023 10:58:45,29.38,,,,,,
850,06/18/2023 11:08:45,29.34,,,,,,
851,06/18/2023 11:18:45,29.34,,,,,,
852,06/18/2023 11:28:45,29.77,,,,,,
853,06/18/2023 11:38:45,29.90,,,,,,
854,06/18/2023 11:48:45,29.81,,,,,,
855,06/18/2023 11:58:45,29.81,,,,,,
856,06/18/2023 12:08:45,29.64,,,,,,
857,06/18/2023 12:18:45,29.60,,,,,,
858,06/18/2023 12:28:45,29.56,,,,,,
859,06/18/2023 12:38:45,29.56,,,,,,
860,06/18/2023 12:48:45,29.51,,,,,,
861,06/18/2023 12:58:45,29.51,,,,,,
862,06/18/2023 13:08:45,29.51,,,,,,
863,06/18/2023 13:18:45,29.47,,,,,,
864,06/18/2023 13:28:45,29.43,,,,,,
865,06/18/2023 13:38:45,29.51,,,,,,
866,06/18/2023 13:48:45,29.47,,,,,,
867,06/18/2023 13:58:45,29.56,,,,,,
868,06/18/2023 14:08:45,29.51,,,,,,
869,06/18/2023 14:18:45,29.51,,,,,,
870,06/18/2023 14:28:45,29.51,,,,,,
871,06/18/2023 14:38:45,29.43,,,,,,
872,06/18/2023 14:48:45,29.38,,,,,,
873,06/18/2023 14:58:45,29.38,,,,,,
874,06/18/2023 15:08:45,29.38,,,,,,
875,06/18/2023 15:18:45,29.51,,,,,,
876,06/18/2023 15:28:45,29.90,,,,,,
877,06/18/2023 15:38:45,29.77,,,,,,
878,06/18/2023 15:48:45,29.60,,,,,,
879,06/18/2023 15:58:45,29.51,,,,,,
880,06/18/2023 16:08:45,29.38,,,,,,
881,06/18/2023 16:18:45,29.38,,,,,,
882,06/18/2023 16:28:45,29.77,,,,,,
883,06/18/2023 16:38:45,29.86,,,,,,
884,06/18/2023 16:48:45,29.64,,,,,,
885,06/18/2023 16:58:45,29.47,,,,,,
886,06/18/2023 17:08:45,29.34,,,,,,
887,06/18/2023 17:18:45,29.64,,,,,,
888,06/18/2023 17:28:45,29.86,,,,,,
889,06/18/2023 17:38:45,29.73,,,,,,
890,06/18/2023 17:48:45,29.51,,,,,,
891,06/18/2023 17:58:45,29.34,,,,,,
892,06/18/2023 18:08:45,29.56,,,,,,
893,06/18/2023 18:18:45,29.81,,,,,,
894,06/18/2023 18:28:45,29.73,,,,,,
895,06/18/2023 18:38:45,29.51,,,,,,
896,06/18/2023 18:48:45,29.38,,,,,,
897,06/18/2023 18:58:45,29.47,,,,,,
898,06/18/2023 19:08:45,29.81,,,,,,
899,06/18/2023 19:18:45,29.81,,,,,,
900,06/18/2023 19:28:45,29.60,,,,,,
901,06/18/2023 19:38:45,29.47,,,,,,
902,06/18/2023 19:48:45,29.38,,,,,,
903,06/18/2023 19:58:45,29.43,,,,,,
904,06/18/2023 20:08:45,29.81,,,,,,
905,06/18/2023 20:18:45,29.77,,,,,,
906,06/18/2023 20:28:45,29.64,,,,,,
907,06/18/2023 20:38:45,29.47,,,,,,
908,06/18/2023 20:48:45,29.38,,,,,,
909,06/18/2023 20:58:45,29.47,,,,,,
910,06/18/2023 21:08:45,29.86,,,,,,
911,06/18/2023 21:18:45,29.77,,,,,,
912,06/18/2023 21:28:45,29.60,,,,,,
913,06/18/2023 21:38:45,29.47,,,,,,
914,06/18/2023 21:48:45,29.34,,,,,,
915,06/18/2023 21:58:45,29.56,,,,,,
916,06/18/2023 22:08:45,29.90,,,,,,
917,06/18/2023 22:18:45,29.73,,,,,,
918,06/18/2023 22:28:45,29.56,,,,,,
919,06/18/2023 22:38:45,29.43,,,,,,
920,06/18/2023 22:48:45,29.30,,,,,,
921,06/18/2023 22:58:45,29.64,,,,,,
922,06/18/2023 23:08:45,29.90,,,,,,
923,06/18/2023 23:18:45,29.64,,,,,,
924,06/18/2023 23:28:45,29.56,,,,,,
925,06/18/2023 23:38:45,29.43,,,,,,
926,06/18/2023 23:48:45,29.30,,,,,,
927,06/18/2023 23:58:45,29.68,,,,,,
928,06/19/2023 00:08:45,29.86,,,,,,
929,06/19/2023 00:18:45,29.60,,,,,,
930,06/19/2023 00:28:45,29.47,,,,,,
931,06/19/2023 00:38:45,29.38,,,,,,
932,06/19/2023 00:48:45,29.47,,,,,,
933,06/19/2023 00:58:45,29.81,,,,,,
934,06/19/2023 01:08:45,29.77,,,,,,
935,06/19/2023 01:18:45,29.60,,,,,,
936,06/19/2023 01:28:45,29.43,,,,,,
937,06/19/2023 01:38:45,29.43,,,,,,
938,06/19/2023 01:48:45,29.81,,,,,,
939,06/19/2023 01:58:45,29.86,,,,,,
940,06/19/2023 02:08:45,29.60,,,,,,
941,06/19/2023 02:18:45,29.43,,,,,,
942,06/19/2023 02:28:45,29.34,,,,,,
943,06/19/2023 02:38:45,29.60,,,,,,
944,06/19/2023 02:48:45,29.86,,,,,,
945,06/19/2023 02:58:45,29.68,,,,,,
946,06/19/2023 03:08:45,29.43,,,,,,
947,06/19/2023 03:18:45,29.30,,,,,,
948,06/19/2023 03:28:45,29.64,,,,,,
949,06/19/2023 03:38:45,29.86,,,,,,
950,06/19/2023 03:48:45,29.68,,,,,,
951,06/19/2023 03:58:45,29.51,,,,,,
952,06/19/2023 04:08:45,29.34,,,,,,
953,06/19/2023 04:18:45,29.51,,,,,,
954,06/19/2023 04:28:45,29.77,,,,,,
955,06/19/2023 04:38:45,29.77,,,,,,
956,06/19/2023 04:48:45,29.56,,,,,,
957,06/19/2023 04:58:45,29.38,,,,,,
958,06/19/2023 05:08:45,29.47,,,,,,
959,06/19/2023 05:18:45,29.81,,,,,,
960,06/19/2023 05:28:45,29.81,,,,,,
961,06/19/2023 05:38:45,29.56,,,,,,
962,06/19/2023 05:48:45,29.38,,,,,,
963,06/19/2023 05:58:45,29.43,,,,,,
964,06/19/2023 06:08:45,29.73,,,,,,
965,06/19/2023 06:18:45,29.86,,,,,,
966,06/19/2023 06:28:45,29.60,,,,,,
967,06/19/2023 06:38:45,29.43,,,,,,
968,06/19/2023 06:48:45,29.38,,,,,,
969,06/19/2023 06:58:45,29.73,,,,,,
970,06/19/2023 07:08:45,29.90,,,,,,
971,06/19/2023 07:18:45,29.64,,,,,,
972,06/19/2023 07:28:45,29.47,,,,,,
973,06/19/2023 07:38:45,29.38,,,,,,
974,06/19/2023 07:48:45,29.60,,,,,,
975,06/19/2023 07:58:45,29.86,,,,,,
976,06/19/2023 08:08:45,29.77,,,,,,
977,06/19/2023 08:18:45,29.64,,,,,,
978,06/19/2023 08:28:45,29.51,,,,,,
979,06/19/2023 08:38:45,29.47,,,,,,
980,06/19/2023 08:48:45,29.38,,,,,,
981,06/19/2023 08:58:45,29.43,,,,,,
982,06/19/2023 09:08:45,29.34,,,,,,
983,06/19/2023 09:18:45,29.86,,,,,,
984,06/19/2023 09:28:45,29.86,,,,,,
985,06/19/2023 09:38:45,29.68,,,,,,
986,06/19/2023 09:48:45,29.64,,,,,,
987,06/19/2023 09:58:45,29.64,,,,,,
988,06/19/2023 10:08:45,29.56,,,,,,
989,06/19/2023 10:18:45,29.56,,,,,,
990,06/19/2023 10:28:45,29.47,,,,,,
991,06/19/2023 10:38:45,29.43,,,,,,
992,06/19/2023 10:48:45,29.43,,,,,,
993,06/19/2023 10:58:45,29.51,,,,,,
994,06/19/2023 11:08:45,29.43,,,,,,
995,06/19/2023 11:18:45,29.47,,,,,,
996,06/19/2023 11:28:45,29.43,,,,,,
997,06/19/2023 11:38:45,29.38,,,,,,
998,06/19/2023 11:48:45,29.34,,,,,,
999,06/19/2023 11:58:45,29.38,,,,,,
1000,06/19/2023 12:08:45,29.38,,,,,,
1001,06/19/2023 12:18:45,29.38,,,,,,
1002,06/19/2023 12:28:45,29.43,,,,,,
1003,06/19/2023 12:38:45,29.94,,,,,,
1004,06/19/2023 12:48:45,29.90,,,,,,
1005,06/19/2023 12:58:45,29.81,,,,,,
1006,06/19/2023 13:08:45,29.73,,,,,,
1007,06/19/2023 13:18:45,29.73,,,,,,
1008,06/19/2023 13:28:45,29.73,,,,,,
1009,06/19/2023 13:38:45,29.64,,,,,,
1010,06/19/2023 13:48:45,29.64,,,,,,
1011,06/19/2023 13:58:45,29.60,,,,,,
1012,06/19/2023 14:08:45,29.60,,,,,,
1013,06/19/2023 14:18:45,29.60,,,,,,
1014,06/19/2023 14:28:45,29.51,,,,,,
1015,06/19/2023 14:38:45,29.56,,,,,,
1016,06/19/2023 14:48:45,29.51,,,,,,
1017,06/19/2023 14:58:45,29.47,,,,,,
1018,06/19/2023 15:08:45,29.47,,,,,,
1019,06/19/2023 15:18:45,29.43,,,,,,
1020,06/19/2023 15:28:45,29.34,,,,,,
1021,06/19/2023 15:38:45,29.30,,,,,,
1022,06/19/2023 15:48:45,29.77,,,,,,
1023,06/19/2023 15:58:45,29.90,,,,,,
1024,06/19/2023 16:08:45,29.64,,,,,,
1025,06/19/2023 16:18:45,29.56,,,,,,
1026,06/19/2023 16:28:45,29.43,,,,,,
1027,06/19/2023 16:38:45,29.34,,,,,,
1028,06/19/2023 16:48:45,29.60,,,,,,
1029,06/19/2023 16:58:45,29.94,,,,,,
1030,06/19/2023 17:08:45,29.73,,,,,,
1031,06/19/2023 17:18:45,29.56,,,,,,
1032,06/19/2023 17:28:45,29.43,,,,,,
1033,06/19/2023 17:38:45,29.30,,,,,,
1034,06/19/2023 17:48:45,29.51,,,,,,
1035,06/19/2023 17:58:45,29.86,,,,,,
1036,06/19/2023 18:08:45,29.77,,,,,,
1037,06/19/2023 18:18:45,29.60,,,,,,
1038,06/19/2023 18:28:45,29.47,,,,,,
1039,06/19/2023 18:38:45,29.43,,,,,,
1040,06/19/2023 18:48:45,29.38,,,,,,
1041,06/19/2023 18:58:45,29.64,,,,,,
1042,06/19/2023 19:08:45,29.86,,,,,,
1043,06/19/2023 19:18:45,29.77,,,,,,
1044,06/19/2023 19:28:45,29.56,,,,,,
1045,06/19/2023 19:38:45,29.30,,,,,,
1046,06/19/2023 19:48:45,29.51,,,,,,
1047,06/19/2023 19:58:45,29.73,,,,,,
1048,06/19/2023 20:08:45,29.86,,,,,,
1049,06/19/2023 20:18:45,29.68,,,,,,
1050,06/19/2023 20:28:45,29.43,,,,,,
1051,06/19/2023 20:38:45,29.38,,,,,,
1052,06/19/2023 20:48:45,29.60,,,,,,
1053,06/19/2023 20:58:45,29.73,,,,,,
1054,06/19/2023 21:08:45,29.90,,,,,,
1055,06/19/2023 21:18:45,29.68,,,,,,
1056,06/19/2023 21:28:45,29.43,,,,,,
1057,06/19/2023 21:38:45,29.47,,,,,,
1058,06/19/2023 21:48:45,29.68,,,,,,
1059,06/19/2023 21:58:45,29.81,,,,,,
1060,06/19/2023 22:08:45,29.81,,,,,,
1061,06/19/2023 22:18:45,29.47,,,,,,
1062,06/19/2023 22:28:45,29.30,,,,,,
1063,06/19/2023 22:38:45,29.56,,,,,,
1064,06/19/2023 22:48:45,29.73,,,,,,
1065,06/19/2023 22:58:45,29.86,,,,,,
1066,06/19/2023 23:08:45,29.64,,,,,,
1067,06/19/2023 23:18:45,29.38,,,,,,
1068,06/19/2023 23:28:45,29.38,,,,,,
1069,06/19/2023 23:38:45,29.64,,,,,,
1070,06/19/2023 23:48:45,29.81,,,,,,
1071,06/19/2023 23:58:45,29.90,,,,,,
1072,06/20/2023 00:08:45,29.47,,,,,,
1073,06/20/2023 00:18:45,29.26,,,,,,
1074,06/20/2023 00:28:45,29.51,,,,,,
1075,06/20/2023 00:38:45,29.73,,,,,,
1076,06/20/2023 00:48:45,29.81,,,,,,
1077,06/20/2023 00:58:45,29.68,,,,,,
1078,06/20/2023 01:08:45,29.43,,,,,,
1079,06/20/2023 01:18:45,29.34,,,,,,
1080,06/20/2023 01:28:45,29.60,,,,,,
1081,06/20/2023 01:38:45,29.77,,,,,,
1082,06/20/2023 01:48:45,29.86,,,,,,
1083,06/20/2023 01:58:45,29.60,,,,,,
1084,06/20/2023 02:08:45,29.30,,,,,,
1085,06/20/2023 02:18:45,29.47,,,,,,
1086,06/20/2023 02:28:45,29.68,,,,,,
1087,06/20/2023 02:38:45,29.77,,,,,,
1088,06/20/2023 02:48:45,29.90,,,,,,
1089,06/20/2023 02:58:45,29.60,,,,,,
1090,06/20/2023 03:08:45,29.30,,,,,,
1091,06/20/2023 03:18:45,29.47,,,,,,
1092,06/20/2023 03:28:45,29.68,,,,,,
1093,06/20/2023 03:38:45,29.77,,,,,,
1094,06/20/2023 03:48:45,29.90,,,,,,
