#,Date-Time (French Polynesia Standard Time),Ch:1 - Temperature   (°C),Button Down,Button Up,Host Connected,End of File
78,06/13/2023 04:08:08,27.28,,,,
79,06/13/2023 04:18:08,27.28,,,,
80,06/13/2023 04:28:08,27.28,,,,
81,06/13/2023 04:38:08,27.32,,,,
82,06/13/2023 04:48:08,27.32,,,,
83,06/13/2023 04:58:08,27.32,,,,
84,06/13/2023 05:08:08,27.37,,,,
85,06/13/2023 05:18:08,27.28,,,,
86,06/13/2023 05:28:08,27.32,,,,
87,06/13/2023 05:38:08,27.32,,,,
88,06/13/2023 05:48:08,27.28,,,,
89,06/13/2023 05:58:08,27.28,,,,
90,06/13/2023 06:08:08,27.32,,,,
91,06/13/2023 06:18:08,27.37,,,,
92,06/13/2023 06:28:08,27.28,,,,
93,06/13/2023 06:38:08,27.32,,,,
94,06/13/2023 06:48:08,27.32,,,,
95,06/13/2023 06:58:08,27.37,,,,
96,06/13/2023 07:08:08,27.37,,,,
97,06/13/2023 07:18:08,27.41,,,,
98,06/13/2023 07:28:08,27.45,,,,
99,06/13/2023 07:38:08,27.41,,,,
100,06/13/2023 07:48:08,27.41,,,,
101,06/13/2023 07:58:08,27.45,,,,
102,06/13/2023 08:08:08,27.50,,,,
103,06/13/2023 08:18:08,27.50,,,,
104,06/13/2023 08:28:08,27.58,,,,
105,06/13/2023 08:38:08,27.63,,,,
106,06/13/2023 08:48:08,27.71,,,,
107,06/13/2023 08:58:08,27.75,,,,
108,06/13/2023 09:08:08,27.88,,,,
109,06/13/2023 09:18:08,27.97,,,,
110,06/13/2023 09:28:08,28.01,,,,
111,06/13/2023 09:38:08,28.10,,,,
112,06/13/2023 09:48:08,28.18,,,,
113,06/13/2023 09:58:08,28.23,,,,
114,06/13/2023 10:08:08,28.27,,,,
115,06/13/2023 10:18:08,28.31,,,,
116,06/13/2023 10:28:08,28.35,,,,
117,06/13/2023 10:38:08,28.31,,,,
118,06/13/2023 10:48:08,28.35,,,,
119,06/13/2023 10:58:08,28.40,,,,
120,06/13/2023 11:08:08,28.40,,,,
121,06/13/2023 11:18:08,28.44,,,,
122,06/13/2023 11:28:08,28.40,,,,
123,06/13/2023 11:38:08,28.40,,,,
124,06/13/2023 11:48:08,28.40,,,,
125,06/13/2023 11:58:08,28.44,,,,
126,06/13/2023 12:08:08,28.40,,,,
127,06/13/2023 12:18:08,28.35,,,,
128,06/13/2023 12:28:08,28.44,,,,
129,06/13/2023 12:38:08,28.40,,,,
130,06/13/2023 12:48:08,28.48,,,,
131,06/13/2023 12:58:08,28.40,,,,
132,06/13/2023 13:08:08,28.40,,,,
133,06/13/2023 13:18:08,28.40,,,,
134,06/13/2023 13:28:08,28.40,,,,
135,06/13/2023 13:38:08,28.40,,,,
136,06/13/2023 13:48:08,28.44,,,,
137,06/13/2023 13:58:08,28.44,,,,
138,06/13/2023 14:08:08,28.40,,,,
139,06/13/2023 14:18:08,28.44,,,,
140,06/13/2023 14:28:08,28.40,,,,
141,06/13/2023 14:38:08,28.40,,,,
142,06/13/2023 14:48:08,28.40,,,,
143,06/13/2023 14:58:08,28.40,,,,
144,06/13/2023 15:08:08,28.44,,,,
145,06/13/2023 15:18:08,28.40,,,,
146,06/13/2023 15:28:08,28.31,,,,
147,06/13/2023 15:38:08,28.31,,,,
148,06/13/2023 15:48:08,28.31,,,,
149,06/13/2023 15:58:08,28.27,,,,
150,06/13/2023 16:08:08,28.27,,,,
151,06/13/2023 16:18:08,28.27,,,,
152,06/13/2023 16:28:08,28.23,,,,
153,06/13/2023 16:38:08,28.18,,,,
154,06/13/2023 16:48:08,28.14,,,,
155,06/13/2023 16:58:08,28.10,,,,
156,06/13/2023 17:08:08,28.05,,,,
157,06/13/2023 17:18:08,28.05,,,,
158,06/13/2023 17:28:08,28.01,,,,
159,06/13/2023 17:38:08,27.93,,,,
160,06/13/2023 17:48:08,27.93,,,,
161,06/13/2023 17:58:08,27.88,,,,
162,06/13/2023 18:08:08,27.84,,,,
163,06/13/2023 18:18:08,27.84,,,,
164,06/13/2023 18:28:08,27.80,,,,
165,06/13/2023 18:38:08,27.75,,,,
166,06/13/2023 18:48:08,27.75,,,,
167,06/13/2023 18:58:08,27.71,,,,
168,06/13/2023 19:08:08,27.75,,,,
169,06/13/2023 19:18:08,27.63,,,,
170,06/13/2023 19:28:08,27.67,,,,
171,06/13/2023 19:38:08,27.63,,,,
172,06/13/2023 19:48:08,27.63,,,,
173,06/13/2023 19:58:08,27.63,,,,
174,06/13/2023 20:08:08,27.63,,,,
175,06/13/2023 20:18:08,27.58,,,,
176,06/13/2023 20:28:08,27.63,,,,
177,06/13/2023 20:38:08,27.54,,,,
178,06/13/2023 20:48:08,27.58,,,,
179,06/13/2023 20:58:08,27.58,,,,
180,06/13/2023 21:08:08,27.54,,,,
181,06/13/2023 21:18:08,27.54,,,,
182,06/13/2023 21:28:08,27.54,,,,
183,06/13/2023 21:38:08,27.54,,,,
184,06/13/2023 21:48:08,27.50,,,,
185,06/13/2023 21:58:08,27.50,,,,
186,06/13/2023 22:08:08,27.58,,,,
187,06/13/2023 22:18:08,27.50,,,,
188,06/13/2023 22:28:08,27.50,,,,
189,06/13/2023 22:38:08,27.50,,,,
190,06/13/2023 22:48:08,27.50,,,,
191,06/13/2023 22:58:08,27.50,,,,
192,06/13/2023 23:08:08,27.45,,,,
193,06/13/2023 23:18:08,27.45,,,,
194,06/13/2023 23:28:08,27.45,,,,
195,06/13/2023 23:38:08,27.50,,,,
196,06/13/2023 23:48:08,27.45,,,,
197,06/13/2023 23:58:08,27.50,,,,
198,06/14/2023 00:08:08,27.45,,,,
199,06/14/2023 00:18:08,27.50,,,,
200,06/14/2023 00:28:08,27.45,,,,
201,06/14/2023 00:38:08,27.45,,,,
202,06/14/2023 00:48:08,27.50,,,,
203,06/14/2023 00:58:08,27.50,,,,
204,06/14/2023 01:08:08,27.45,,,,
205,06/14/2023 01:18:08,27.41,,,,
206,06/14/2023 01:28:08,27.45,,,,
207,06/14/2023 01:38:08,27.45,,,,
208,06/14/2023 01:48:08,27.41,,,,
209,06/14/2023 01:58:08,27.37,,,,
210,06/14/2023 02:08:08,27.41,,,,
211,06/14/2023 02:18:08,27.41,,,,
212,06/14/2023 02:28:08,27.37,,,,
213,06/14/2023 02:38:08,27.32,,,,
214,06/14/2023 02:48:08,27.37,,,,
215,06/14/2023 02:58:08,27.32,,,,
216,06/14/2023 03:08:08,27.32,,,,
217,06/14/2023 03:18:08,27.32,,,,
218,06/14/2023 03:28:08,27.32,,,,
219,06/14/2023 03:38:08,27.28,,,,
220,06/14/2023 03:48:08,27.32,,,,
221,06/14/2023 03:58:08,27.37,,,,
222,06/14/2023 04:08:08,27.32,,,,
223,06/14/2023 04:18:08,27.37,,,,
224,06/14/2023 04:28:08,27.32,,,,
225,06/14/2023 04:38:08,27.37,,,,
226,06/14/2023 04:48:08,27.37,,,,
227,06/14/2023 04:58:08,27.45,,,,
228,06/14/2023 05:08:08,27.45,,,,
229,06/14/2023 05:18:08,27.41,,,,
230,06/14/2023 05:28:08,27.37,,,,
231,06/14/2023 05:38:08,27.41,,,,
232,06/14/2023 05:48:08,27.37,,,,
233,06/14/2023 05:58:08,27.37,,,,
234,06/14/2023 06:08:08,27.41,,,,
235,06/14/2023 06:18:08,27.41,,,,
236,06/14/2023 06:28:08,27.37,,,,
237,06/14/2023 06:38:08,27.37,,,,
238,06/14/2023 06:48:08,27.32,,,,
239,06/14/2023 06:58:08,27.45,,,,
240,06/14/2023 07:08:08,27.50,,,,
241,06/14/2023 07:18:08,27.50,,,,
242,06/14/2023 07:28:08,27.54,,,,
243,06/14/2023 07:38:08,27.58,,,,
244,06/14/2023 07:48:08,27.63,,,,
245,06/14/2023 07:58:08,27.63,,,,
246,06/14/2023 08:08:08,27.75,,,,
247,06/14/2023 08:18:08,27.75,,,,
248,06/14/2023 08:28:08,27.80,,,,
249,06/14/2023 08:38:08,27.84,,,,
250,06/14/2023 08:48:08,27.88,,,,
251,06/14/2023 08:58:08,28.01,,,,
252,06/14/2023 09:08:08,28.10,,,,
253,06/14/2023 09:18:08,28.10,,,,
254,06/14/2023 09:28:08,28.18,,,,
255,06/14/2023 09:38:08,28.23,,,,
256,06/14/2023 09:48:08,28.27,,,,
257,06/14/2023 09:58:08,28.35,,,,
258,06/14/2023 10:08:08,28.44,,,,
259,06/14/2023 10:18:08,28.53,,,,
260,06/14/2023 10:28:08,28.48,,,,
261,06/14/2023 10:38:08,28.57,,,,
262,06/14/2023 10:48:08,28.61,,,,
263,06/14/2023 10:58:08,28.57,,,,
264,06/14/2023 11:08:08,28.61,,,,
265,06/14/2023 11:18:08,28.61,,,,
266,06/14/2023 11:28:08,28.70,,,,
267,06/14/2023 11:38:08,28.70,,,,
268,06/14/2023 11:48:08,28.78,,,,
269,06/14/2023 11:58:08,28.83,,,,
270,06/14/2023 12:08:08,28.95,,,,
271,06/14/2023 12:18:08,29.00,,,,
272,06/14/2023 12:28:08,29.13,,,,
273,06/14/2023 12:38:08,29.13,,,,
274,06/14/2023 12:48:08,29.17,,,,
275,06/14/2023 12:58:08,29.08,,,,
276,06/14/2023 13:08:08,29.04,,,,
277,06/14/2023 13:18:08,29.00,,,,
278,06/14/2023 13:28:08,28.87,,,,
279,06/14/2023 13:38:08,28.83,,,,
280,06/14/2023 13:48:08,28.83,,,,
281,06/14/2023 13:58:08,28.74,,,,
282,06/14/2023 14:08:08,28.70,,,,
283,06/14/2023 14:18:08,28.57,,,,
284,06/14/2023 14:28:08,28.61,,,,
285,06/14/2023 14:38:08,28.53,,,,
286,06/14/2023 14:48:08,28.35,,,,
287,06/14/2023 14:58:08,28.23,,,,
288,06/14/2023 15:08:08,28.18,,,,
289,06/14/2023 15:18:08,28.01,,,,
290,06/14/2023 15:28:08,27.97,,,,
291,06/14/2023 15:38:08,27.84,,,,
292,06/14/2023 15:48:08,27.80,,,,
293,06/14/2023 15:58:08,27.75,,,,
294,06/14/2023 16:08:08,27.75,,,,
295,06/14/2023 16:18:08,27.71,,,,
296,06/14/2023 16:28:08,27.75,,,,
297,06/14/2023 16:38:08,27.71,,,,
298,06/14/2023 16:48:08,27.71,,,,
299,06/14/2023 16:58:08,27.67,,,,
300,06/14/2023 17:08:08,27.67,,,,
301,06/14/2023 17:18:08,27.67,,,,
302,06/14/2023 17:28:08,27.67,,,,
303,06/14/2023 17:38:08,27.63,,,,
304,06/14/2023 17:48:08,27.67,,,,
305,06/14/2023 17:58:08,27.67,,,,
306,06/14/2023 18:08:08,27.67,,,,
307,06/14/2023 18:18:08,27.67,,,,
308,06/14/2023 18:28:08,27.67,,,,
309,06/14/2023 18:38:08,27.67,,,,
310,06/14/2023 18:48:08,27.67,,,,
311,06/14/2023 18:58:08,27.63,,,,
312,06/14/2023 19:08:08,27.63,,,,
313,06/14/2023 19:18:08,27.63,,,,
314,06/14/2023 19:28:08,27.58,,,,
315,06/14/2023 19:38:08,27.63,,,,
316,06/14/2023 19:48:08,27.58,,,,
317,06/14/2023 19:58:08,27.58,,,,
318,06/14/2023 20:08:08,27.50,,,,
319,06/14/2023 20:18:08,27.41,,,,
320,06/14/2023 20:28:08,27.28,,,,
321,06/14/2023 20:38:08,27.15,,,,
322,06/14/2023 20:48:08,27.11,,,,
323,06/14/2023 20:58:08,27.07,,,,
324,06/14/2023 21:08:08,27.02,,,,
325,06/14/2023 21:18:08,26.98,,,,
326,06/14/2023 21:28:08,26.98,,,,
327,06/14/2023 21:38:08,26.94,,,,
328,06/14/2023 21:48:08,26.85,,,,
329,06/14/2023 21:58:08,26.85,,,,
330,06/14/2023 22:08:08,26.77,,,,
331,06/14/2023 22:18:08,26.81,,,,
332,06/14/2023 22:28:08,26.77,,,,
333,06/14/2023 22:38:08,26.72,,,,
334,06/14/2023 22:48:08,26.81,,,,
335,06/14/2023 22:58:08,26.77,,,,
336,06/14/2023 23:08:08,26.68,,,,
337,06/14/2023 23:18:08,26.72,,,,
338,06/14/2023 23:28:08,26.72,,,,
339,06/14/2023 23:38:08,26.72,,,,
340,06/14/2023 23:48:08,26.72,,,,
341,06/14/2023 23:58:08,26.72,,,,
342,06/15/2023 00:08:08,26.72,,,,
343,06/15/2023 00:18:08,26.72,,,,
344,06/15/2023 00:28:08,26.68,,,,
345,06/15/2023 00:38:08,26.68,,,,
346,06/15/2023 00:48:08,26.64,,,,
347,06/15/2023 00:58:08,26.64,,,,
348,06/15/2023 01:08:08,26.68,,,,
349,06/15/2023 01:18:08,26.72,,,,
350,06/15/2023 01:28:08,26.72,,,,
351,06/15/2023 01:38:08,26.77,,,,
352,06/15/2023 01:48:08,26.72,,,,
353,06/15/2023 01:58:08,26.77,,,,
354,06/15/2023 02:08:08,26.81,,,,
355,06/15/2023 02:18:08,26.85,,,,
356,06/15/2023 02:28:08,26.85,,,,
357,06/15/2023 02:38:08,26.81,,,,
358,06/15/2023 02:48:08,26.85,,,,
359,06/15/2023 02:58:08,26.77,,,,
360,06/15/2023 03:08:08,26.77,,,,
361,06/15/2023 03:18:08,26.77,,,,
362,06/15/2023 03:28:08,26.72,,,,
363,06/15/2023 03:38:08,26.77,,,,
364,06/15/2023 03:48:08,26.81,,,,
365,06/15/2023 03:58:08,26.81,,,,
366,06/15/2023 04:08:08,26.85,,,,
367,06/15/2023 04:18:08,26.81,,,,
368,06/15/2023 04:28:08,26.77,,,,
369,06/15/2023 04:38:08,26.81,,,,
370,06/15/2023 04:48:08,26.77,,,,
371,06/15/2023 04:58:08,26.77,,,,
372,06/15/2023 05:08:08,26.72,,,,
373,06/15/2023 05:18:08,26.72,,,,
374,06/15/2023 05:28:08,26.72,,,,
375,06/15/2023 05:38:08,26.72,,,,
376,06/15/2023 05:48:08,26.72,,,,
377,06/15/2023 05:58:08,26.77,,,,
378,06/15/2023 06:08:08,26.72,,,,
379,06/15/2023 06:18:08,26.77,,,,
380,06/15/2023 06:28:08,26.72,,,,
381,06/15/2023 06:38:08,26.81,,,,
382,06/15/2023 06:48:08,26.81,,,,
383,06/15/2023 06:58:08,26.81,,,,
384,06/15/2023 07:08:08,26.77,,,,
385,06/15/2023 07:18:08,26.81,,,,
386,06/15/2023 07:28:08,26.77,,,,
387,06/15/2023 07:38:08,26.77,,,,
388,06/15/2023 07:48:08,26.81,,,,
389,06/15/2023 07:58:08,26.77,,,,
390,06/15/2023 08:08:08,26.77,,,,
391,06/15/2023 08:18:08,26.81,,,,
392,06/15/2023 08:28:08,26.85,,,,
393,06/15/2023 08:38:08,26.85,,,,
394,06/15/2023 08:48:08,26.90,,,,
395,06/15/2023 08:58:08,26.90,,,,
396,06/15/2023 09:08:08,26.94,,,,
397,06/15/2023 09:18:08,26.98,,,,
398,06/15/2023 09:28:08,26.98,,,,
399,06/15/2023 09:38:08,27.07,,,,
400,06/15/2023 09:48:08,27.15,,,,
401,06/15/2023 09:58:08,27.28,,,,
402,06/15/2023 10:08:08,27.37,,,,
403,06/15/2023 10:18:08,27.50,,,,
404,06/15/2023 10:28:08,27.63,,,,
405,06/15/2023 10:38:08,27.75,,,,
406,06/15/2023 10:48:08,27.84,,,,
407,06/15/2023 10:58:08,27.93,,,,
408,06/15/2023 11:08:08,28.05,,,,
409,06/15/2023 11:18:08,28.18,,,,
410,06/15/2023 11:28:08,28.18,,,,
411,06/15/2023 11:38:08,28.23,,,,
412,06/15/2023 11:48:08,28.18,,,,
413,06/15/2023 11:58:08,28.27,,,,
414,06/15/2023 12:08:08,28.35,,,,
415,06/15/2023 12:18:08,28.48,,,,
416,06/15/2023 12:28:08,28.53,,,,
417,06/15/2023 12:38:08,28.61,,,,
418,06/15/2023 12:48:08,28.65,,,,
419,06/15/2023 12:58:08,28.70,,,,
420,06/15/2023 13:08:08,28.74,,,,
421,06/15/2023 13:18:08,28.83,,,,
422,06/15/2023 13:28:08,28.83,,,,
423,06/15/2023 13:38:08,28.83,,,,
424,06/15/2023 13:48:08,28.83,,,,
425,06/15/2023 13:58:08,28.78,,,,
426,06/15/2023 14:08:08,28.74,,,,
427,06/15/2023 14:18:08,28.78,,,,
428,06/15/2023 14:28:08,28.78,,,,
429,06/15/2023 14:38:08,28.78,,,,
430,06/15/2023 14:48:08,28.74,,,,
431,06/15/2023 14:58:08,28.74,,,,
432,06/15/2023 15:08:08,28.74,,,,
433,06/15/2023 15:18:08,28.65,,,,
434,06/15/2023 15:28:08,28.70,,,,
435,06/15/2023 15:38:08,28.70,,,,
436,06/15/2023 15:48:08,28.65,,,,
437,06/15/2023 15:58:08,28.61,,,,
438,06/15/2023 16:08:08,28.53,,,,
439,06/15/2023 16:18:08,28.44,,,,
440,06/15/2023 16:28:08,28.40,,,,
441,06/15/2023 16:38:08,28.35,,,,
442,06/15/2023 16:48:08,28.31,,,,
443,06/15/2023 16:58:08,28.27,,,,
444,06/15/2023 17:08:08,28.27,,,,
445,06/15/2023 17:18:08,28.23,,,,
446,06/15/2023 17:28:08,28.14,,,,
447,06/15/2023 17:38:08,28.14,,,,
448,06/15/2023 17:48:08,28.05,,,,
449,06/15/2023 17:58:08,28.05,,,,
450,06/15/2023 18:08:08,28.05,,,,
451,06/15/2023 18:18:08,27.97,,,,
452,06/15/2023 18:28:08,27.93,,,,
453,06/15/2023 18:38:08,27.93,,,,
454,06/15/2023 18:48:08,27.88,,,,
455,06/15/2023 18:58:08,27.88,,,,
456,06/15/2023 19:08:08,27.84,,,,
457,06/15/2023 19:18:08,27.80,,,,
458,06/15/2023 19:28:08,27.80,,,,
459,06/15/2023 19:38:08,27.75,,,,
460,06/15/2023 19:48:08,27.71,,,,
461,06/15/2023 19:58:08,27.75,,,,
462,06/15/2023 20:08:08,27.80,,,,
463,06/15/2023 20:18:08,27.80,,,,
464,06/15/2023 20:28:08,27.75,,,,
465,06/15/2023 20:38:08,27.75,,,,
466,06/15/2023 20:48:08,27.75,,,,
467,06/15/2023 20:58:08,27.75,,,,
468,06/15/2023 21:08:08,27.71,,,,
469,06/15/2023 21:18:08,27.71,,,,
470,06/15/2023 21:28:08,27.71,,,,
471,06/15/2023 21:38:08,27.71,,,,
472,06/15/2023 21:48:08,27.75,,,,
473,06/15/2023 21:58:08,27.71,,,,
474,06/15/2023 22:08:08,27.75,,,,
475,06/15/2023 22:18:08,27.67,,,,
476,06/15/2023 22:28:08,27.67,,,,
477,06/15/2023 22:38:08,27.67,,,,
478,06/15/2023 22:48:08,27.67,,,,
479,06/15/2023 22:58:08,27.63,,,,
480,06/15/2023 23:08:08,27.67,,,,
481,06/15/2023 23:18:08,27.67,,,,
482,06/15/2023 23:28:08,27.63,,,,
483,06/15/2023 23:38:08,27.63,,,,
484,06/15/2023 23:48:08,27.63,,,,
485,06/15/2023 23:58:08,27.58,,,,
486,06/16/2023 00:08:08,27.58,,,,
487,06/16/2023 00:18:08,27.54,,,,
488,06/16/2023 00:28:08,27.58,,,,
489,06/16/2023 00:38:08,27.54,,,,
490,06/16/2023 00:48:08,27.54,,,,
491,06/16/2023 00:58:08,27.50,,,,
492,06/16/2023 01:08:08,27.45,,,,
493,06/16/2023 01:18:08,27.45,,,,
494,06/16/2023 01:28:08,27.45,,,,
495,06/16/2023 01:38:08,27.45,,,,
496,06/16/2023 01:48:08,27.45,,,,
497,06/16/2023 01:58:08,27.41,,,,
498,06/16/2023 02:08:08,27.41,,,,
499,06/16/2023 02:18:08,27.41,,,,
500,06/16/2023 02:28:08,27.45,,,,
501,06/16/2023 02:38:08,27.37,,,,
502,06/16/2023 02:48:08,27.41,,,,
503,06/16/2023 02:58:08,27.37,,,,
504,06/16/2023 03:08:08,27.37,,,,
505,06/16/2023 03:18:08,27.32,,,,
506,06/16/2023 03:28:08,27.32,,,,
507,06/16/2023 03:38:08,27.37,,,,
508,06/16/2023 03:48:08,27.28,,,,
509,06/16/2023 03:58:08,27.24,,,,
510,06/16/2023 04:08:08,27.32,,,,
511,06/16/2023 04:18:08,27.24,,,,
512,06/16/2023 04:28:08,27.20,,,,
513,06/16/2023 04:38:08,27.20,,,,
514,06/16/2023 04:48:08,27.24,,,,
515,06/16/2023 04:58:08,27.20,,,,
516,06/16/2023 05:08:08,27.20,,,,
517,06/16/2023 05:18:08,27.15,,,,
518,06/16/2023 05:28:08,27.15,,,,
519,06/16/2023 05:38:08,27.15,,,,
520,06/16/2023 05:48:08,27.11,,,,
521,06/16/2023 05:58:08,27.11,,,,
522,06/16/2023 06:08:08,27.15,,,,
523,06/16/2023 06:18:08,27.15,,,,
524,06/16/2023 06:28:08,27.11,,,,
525,06/16/2023 06:38:08,27.15,,,,
526,06/16/2023 06:48:08,27.24,,,,
527,06/16/2023 06:58:08,27.24,,,,
528,06/16/2023 07:08:08,27.28,,,,
529,06/16/2023 07:18:08,27.37,,,,
530,06/16/2023 07:28:08,27.37,,,,
531,06/16/2023 07:38:08,27.45,,,,
532,06/16/2023 07:48:08,27.50,,,,
533,06/16/2023 07:58:08,27.58,,,,
534,06/16/2023 08:08:08,27.58,,,,
535,06/16/2023 08:18:08,27.63,,,,
536,06/16/2023 08:28:08,27.67,,,,
537,06/16/2023 08:38:08,27.80,,,,
538,06/16/2023 08:48:08,27.84,,,,
539,06/16/2023 08:58:08,27.93,,,,
540,06/16/2023 09:08:08,27.93,,,,
541,06/16/2023 09:18:08,28.05,,,,
542,06/16/2023 09:28:08,28.14,,,,
543,06/16/2023 09:38:08,28.23,,,,
544,06/16/2023 09:48:08,28.35,,,,
545,06/16/2023 09:58:08,28.40,,,,
546,06/16/2023 10:08:08,28.48,,,,
547,06/16/2023 10:18:08,28.57,,,,
548,06/16/2023 10:28:08,28.65,,,,
549,06/16/2023 10:38:08,28.78,,,,
550,06/16/2023 10:48:08,28.83,,,,
551,06/16/2023 10:58:08,28.91,,,,
552,06/16/2023 11:08:08,29.00,,,,
553,06/16/2023 11:18:08,29.04,,,,
554,06/16/2023 11:28:08,29.13,,,,
555,06/16/2023 11:38:08,29.13,,,,
556,06/16/2023 11:48:08,29.13,,,,
557,06/16/2023 11:58:08,29.17,,,,
558,06/16/2023 12:08:08,29.08,,,,
559,06/16/2023 12:18:08,29.04,,,,
560,06/16/2023 12:28:08,29.04,,,,
561,06/16/2023 12:38:08,29.04,,,,
562,06/16/2023 12:48:08,29.08,,,,
563,06/16/2023 12:58:08,29.04,,,,
564,06/16/2023 13:08:08,29.04,,,,
565,06/16/2023 13:18:08,29.04,,,,
566,06/16/2023 13:28:08,29.04,,,,
567,06/16/2023 13:38:08,29.08,,,,
568,06/16/2023 13:48:08,29.08,,,,
569,06/16/2023 13:58:08,29.08,,,,
570,06/16/2023 14:08:08,29.13,,,,
571,06/16/2023 14:18:08,29.04,,,,
572,06/16/2023 14:28:08,29.04,,,,
573,06/16/2023 14:38:08,29.00,,,,
574,06/16/2023 14:48:08,29.00,,,,
575,06/16/2023 14:58:08,29.00,,,,
576,06/16/2023 15:08:08,28.95,,,,
577,06/16/2023 15:18:08,28.95,,,,
578,06/16/2023 15:28:08,28.87,,,,
579,06/16/2023 15:38:08,28.74,,,,
580,06/16/2023 15:48:08,28.65,,,,
581,06/16/2023 15:58:08,28.61,,,,
582,06/16/2023 16:08:08,28.57,,,,
583,06/16/2023 16:18:08,28.48,,,,
584,06/16/2023 16:28:08,28.53,,,,
585,06/16/2023 16:38:08,28.44,,,,
586,06/16/2023 16:48:08,28.40,,,,
587,06/16/2023 16:58:08,28.35,,,,
588,06/16/2023 17:08:08,28.31,,,,
589,06/16/2023 17:18:08,28.31,,,,
590,06/16/2023 17:28:08,28.18,,,,
591,06/16/2023 17:38:08,28.23,,,,
592,06/16/2023 17:48:08,28.14,,,,
593,06/16/2023 17:58:08,28.10,,,,
594,06/16/2023 18:08:08,28.10,,,,
595,06/16/2023 18:18:08,28.10,,,,
596,06/16/2023 18:28:08,28.05,,,,
597,06/16/2023 18:38:08,28.05,,,,
598,06/16/2023 18:48:08,27.97,,,,
599,06/16/2023 18:58:08,28.01,,,,
600,06/16/2023 19:08:08,27.93,,,,
601,06/16/2023 19:18:08,27.93,,,,
602,06/16/2023 19:28:08,27.88,,,,
603,06/16/2023 19:38:08,27.93,,,,
