#,Date-Time (French Polynesia Standard Time),Ch:1 - Hot_sump   (°C),Chan 1 Alarm Tripped,Chan 1 Alarm Cleared,Button Down,Button Up,Host Connected,End of File
547,07/08/2023 15:36:32,29.60,,,,,,
548,07/08/2023 15:46:32,29.86,,,,,,
549,07/08/2023 15:56:32,29.73,,,,,,
550,07/08/2023 16:06:32,29.43,,,,,,
551,07/08/2023 16:16:32,29.64,,,,,,
552,07/08/2023 16:26:32,29.86,,,,,,
553,07/08/2023 16:36:32,29.51,,,,,,
554,07/08/2023 16:46:32,29.47,,,,,,
555,07/08/2023 16:56:32,29.86,,,,,,
556,07/08/2023 17:06:32,29.64,,,,,,
557,07/08/2023 17:16:32,29.34,,,,,,
558,07/08/2023 17:26:32,29.73,,,,,,
559,07/08/2023 17:36:32,29.73,,,,,,
560,07/08/2023 17:46:32,29.34,,,,,,
561,07/08/2023 17:56:32,29.56,,,,,,
562,07/08/2023 18:06:32,29.81,,,,,,
563,07/08/2023 18:16:32,29.51,,,,,,
564,07/08/2023 18:26:32,29.51,,,,,,
565,07/08/2023 18:36:32,29.77,,,,,,
566,07/08/2023 18:46:32,29.73,,,,,,
567,07/08/2023 18:56:32,29.38,,,,,,
568,07/08/2023 19:06:32,29.64,,,,,,
569,07/08/2023 19:16:32,29.90,,,,,,
570,07/08/2023 19:26:32,29.47,,,,,,
571,07/08/2023 19:36:32,29.56,,,,,,
572,07/08/2023 19:46:32,29.77,,,,,,
573,07/08/2023 19:56:32,29.56,,,,,,
574,07/08/2023 20:06:32,29.38,,,,,,
575,07/08/2023 20:16:32,29.73,,,,,,
576,07/08/2023 20:26:32,29.77,,,,,,
577,07/08/2023 20:36:32,29.38,,,,,,
578,07/08/2023 20:46:32,29.68,,,,,,
579,07/08/2023 20:56:32,29.90,,,,,,
580,07/08/2023 21:06:32,29.56,,,,,,
581,07/08/2023 21:16:32,29.51,,,,,,
582,07/08/2023 21:26:32,29.77,,,,,,
583,07/08/2023 21:36:32,29.77,,,,,,
584,07/08/2023 21:46:32,29.34,,,,,,
585,07/08/2023 21:56:32,29.64,,,,,,
586,07/08/2023 22:06:32,29.90,,,,,,
587,07/08/2023 22:16:32,29.51,,,,,,
588,07/08/2023 22:26:32,29.47,,,,,,
589,07/08/2023 22:36:32,29.73,,,,,,
590,07/08/2023 22:46:32,29.81,,,,,,
591,07/08/2023 22:56:32,29.34,,,,,,
592,07/08/2023 23:06:32,29.68,,,,,,
593,07/08/2023 23:16:32,29.90,,,,,,
594,07/08/2023 23:26:32,29.47,,,,,,
595,07/08/2023 23:36:32,29.51,,,,,,
596,07/08/2023 23:46:32,29.81,,,,,,
597,07/08/2023 23:56:32,29.60,,,,,,
598,07/09/2023 00:06:32,29.38,,,,,,
599,07/09/2023 00:16:32,29.81,,,,,,
600,07/09/2023 00:26:32,29.68,,,,,,
601,07/09/2023 00:36:32,29.34,,,,,,
602,07/09/2023 00:46:32,29.73,,,,,,
603,07/09/2023 00:56:32,29.81,,,,,,
604,07/09/2023 01:06:32,29.38,,,,,,
605,07/09/2023 01:16:32,29.60,,,,,,
606,07/09/2023 01:26:32,29.81,,,,,,
607,07/09/2023 01:36:32,29.77,,,,,,
608,07/09/2023 01:46:32,29.34,,,,,,
609,07/09/2023 01:56:32,29.64,,,,,,
610,07/09/2023 02:06:32,29.86,,,,,,
611,07/09/2023 02:16:32,29.51,,,,,,
612,07/09/2023 02:26:32,29.56,,,,,,
613,07/09/2023 02:36:32,29.81,,,,,,
614,07/09/2023 02:46:32,29.64,,,,,,
615,07/09/2023 02:56:32,29.43,,,,,,
616,07/09/2023 03:06:32,29.73,,,,,,
617,07/09/2023 03:16:32,29.77,,,,,,
618,07/09/2023 03:26:32,29.34,,,,,,
619,07/09/2023 03:36:32,29.60,,,,,,
620,07/09/2023 03:46:32,29.86,,,,,,
621,07/09/2023 03:56:32,29.60,,,,,,
622,07/09/2023 04:06:32,29.38,,,,,,
623,07/09/2023 04:16:32,29.73,,,,,,
624,07/09/2023 04:26:32,29.86,,,,,,
625,07/09/2023 04:36:32,29.43,,,,,,
626,07/09/2023 04:46:32,29.56,,,,,,
627,07/09/2023 04:56:32,29.86,,,,,,
628,07/09/2023 05:06:32,29.56,,,,,,
629,07/09/2023 05:16:32,29.43,,,,,,
630,07/09/2023 05:26:32,29.77,,,,,,
631,07/09/2023 05:36:32,29.81,,,,,,
632,07/09/2023 05:46:32,29.43,,,,,,
633,07/09/2023 05:56:32,29.60,,,,,,
634,07/09/2023 06:06:32,29.86,,,,,,
635,07/09/2023 06:16:32,29.68,,,,,,
636,07/09/2023 06:26:32,29.34,,,,,,
637,07/09/2023 06:36:32,29.68,,,,,,
638,07/09/2023 06:46:32,29.90,,,,,,
639,07/09/2023 06:56:32,29.64,,,,,,
640,07/09/2023 07:06:32,29.38,,,,,,
641,07/09/2023 07:16:32,29.73,,,,,,
642,07/09/2023 07:26:32,29.98,,,,,,
643,07/09/2023 07:36:32,29.51,,,,,,
644,07/09/2023 07:46:32,29.60,,,,,,
645,07/09/2023 07:56:32,29.86,,,,,,
646,07/09/2023 08:06:32,29.73,,,,,,
647,07/09/2023 08:16:32,29.43,,,,,,
648,07/09/2023 08:26:32,29.64,,,,,,
649,07/09/2023 08:36:32,29.98,,,,,,
650,07/09/2023 08:46:32,29.56,,,,,,
651,07/09/2023 08:56:32,29.51,,,,,,
652,07/09/2023 09:06:32,29.90,,,,,,
653,07/09/2023 09:16:32,29.64,,,,,,
654,07/09/2023 09:26:32,29.51,,,,,,
655,07/09/2023 09:36:32,29.60,,,,,,
656,07/09/2023 09:46:32,29.94,,,,,,
657,07/09/2023 09:56:32,29.73,,,,,,
658,07/09/2023 10:06:32,29.51,,,,,,
659,07/09/2023 10:16:32,29.51,,,,,,
660,07/09/2023 10:26:32,29.94,,,,,,
661,07/09/2023 10:36:32,29.73,,,,,,
662,07/09/2023 10:46:32,29.56,,,,,,
663,07/09/2023 10:56:32,29.51,,,,,,
664,07/09/2023 11:06:32,29.47,,,,,,
665,07/09/2023 11:16:32,29.94,,,,,,
666,07/09/2023 11:26:32,29.86,,,,,,
667,07/09/2023 11:36:32,29.73,,,,,,
668,07/09/2023 11:46:32,29.68,,,,,,
669,07/09/2023 11:56:32,29.60,,,,,,
670,07/09/2023 12:06:32,29.43,,,,,,
671,07/09/2023 12:16:32,29.56,,,,,,
672,07/09/2023 12:26:32,29.98,,,,,,
673,07/09/2023 12:36:32,29.77,,,,,,
674,07/09/2023 12:46:32,29.64,,,,,,
675,07/09/2023 12:56:32,29.47,,,,,,
676,07/09/2023 13:06:32,29.60,,,,,,
677,07/09/2023 13:16:32,29.98,,,,,,
678,07/09/2023 13:26:32,29.77,,,,,,
679,07/09/2023 13:36:32,29.51,,,,,,
680,07/09/2023 13:46:32,29.43,,,,,,
681,07/09/2023 13:56:32,29.81,,,,,,
682,07/09/2023 14:06:32,29.77,,,,,,
683,07/09/2023 14:16:32,29.56,,,,,,
684,07/09/2023 14:26:32,29.38,,,,,,
685,07/09/2023 14:36:32,29.77,,,,,,
686,07/09/2023 14:46:32,29.73,,,,,,
687,07/09/2023 14:56:32,29.47,,,,,,
688,07/09/2023 15:06:32,29.60,,,,,,
689,07/09/2023 15:16:32,29.90,,,,,,
690,07/09/2023 15:26:32,29.60,,,,,,
691,07/09/2023 15:36:32,29.38,,,,,,
692,07/09/2023 15:46:32,29.68,,,,,,
693,07/09/2023 15:56:32,29.81,,,,,,
694,07/09/2023 16:06:32,29.56,,,,,,
695,07/09/2023 16:16:32,29.38,,,,,,
696,07/09/2023 16:26:32,29.77,,,,,,
697,07/09/2023 16:36:32,29.73,,,,,,
698,07/09/2023 16:46:32,29.38,,,,,,
699,07/09/2023 16:56:32,29.68,,,,,,
700,07/09/2023 17:06:32,29.86,,,,,,
701,07/09/2023 17:16:32,29.43,,,,,,
702,07/09/2023 17:26:32,29.64,,,,,,
703,07/09/2023 17:36:32,29.90,,,,,,
704,07/09/2023 17:46:32,29.51,,,,,,
705,07/09/2023 17:56:32,29.34,,,,,,
706,07/09/2023 18:06:32,29.77,,,,,,
707,07/09/2023 18:16:32,29.77,,,,,,
708,07/09/2023 18:26:32,29.38,,,,,,
709,07/09/2023 18:36:32,29.51,,,,,,
710,07/09/2023 18:46:32,29.68,,,,,,
711,07/09/2023 18:56:32,29.81,,,,,,
712,07/09/2023 19:06:32,29.94,,,,,,
713,07/09/2023 19:16:32,29.51,,,,,,
714,07/09/2023 19:26:32,29.56,,,,,,
715,07/09/2023 19:36:32,29.81,,,,,,
716,07/09/2023 19:46:32,29.77,,,,,,
717,07/09/2023 19:56:32,29.34,,,,,,
718,07/09/2023 20:06:32,29.68,,,,,,
719,07/09/2023 20:16:32,29.86,,,,,,
720,07/09/2023 20:26:32,29.64,,,,,,
721,07/09/2023 20:36:32,29.43,,,,,,
722,07/09/2023 20:46:32,29.68,,,,,,
723,07/09/2023 20:56:32,29.86,,,,,,
724,07/09/2023 21:06:32,29.77,,,,,,
725,07/09/2023 21:16:32,29.34,,,,,,
726,07/09/2023 21:26:32,29.64,,,,,,
727,07/09/2023 21:36:32,29.81,,,,,,
728,07/09/2023 21:46:32,29.73,,,,,,
729,07/09/2023 21:56:32,29.38,,,,,,
730,07/09/2023 22:06:32,29.73,,,,,,
731,07/09/2023 22:16:32,29.77,,,,,,
732,07/09/2023 22:26:32,29.38,,,,,,
733,07/09/2023 22:36:32,29.60,,,,,,
734,07/09/2023 22:46:32,29.86,,,,,,
735,07/09/2023 22:56:32,29.73,,,,,,
736,07/09/2023 23:06:32,29.30,,,,,,
737,07/09/2023 23:16:32,29.68,,,,,,
738,07/09/2023 23:26:32,29.86,,,,,,
739,07/09/2023 23:36:32,29.43,,,,,,
740,07/09/2023 23:46:32,29.64,,,,,,
741,07/09/2023 23:56:32,29.86,,,,,,
742,07/10/2023 00:06:32,29.60,,,,,,
743,07/10/2023 00:16:32,29.43,,,,,,
744,07/10/2023 00:26:32,29.77,,,,,,
745,07/10/2023 00:36:32,29.81,,,,,,
746,07/10/2023 00:46:32,29.34,,,,,,
747,07/10/2023 00:56:32,29.68,,,,,,
748,07/10/2023 01:06:32,29.90,,,,,,
749,07/10/2023 01:16:32,29.51,,,,,,
750,07/10/2023 01:26:32,29.43,,,,,,
751,07/10/2023 01:36:32,29.77,,,,,,
752,07/10/2023 01:46:32,29.68,,,,,,
753,07/10/2023 01:56:32,29.34,,,,,,
754,07/10/2023 02:06:32,29.77,,,,,,
755,07/10/2023 02:16:32,29.98,,,,,,
756,07/10/2023 02:26:32,29.56,,,,,,
757,07/10/2023 02:36:32,29.34,,,,,,
758,07/10/2023 02:46:32,29.73,,,,,,
759,07/10/2023 02:56:32,29.86,,,,,,
760,07/10/2023 03:06:32,29.47,,,,,,
761,07/10/2023 03:16:32,29.34,,,,,,
762,07/10/2023 03:26:32,29.81,,,,,,
763,07/10/2023 03:36:32,29.73,,,,,,
764,07/10/2023 03:46:32,29.51,,,,,,
765,07/10/2023 03:56:32,29.47,,,,,,
766,07/10/2023 04:06:32,29.90,,,,,,
767,07/10/2023 04:16:32,29.64,,,,,,
768,07/10/2023 04:26:32,29.38,,,,,,
769,07/10/2023 04:36:32,29.73,,,,,,
770,07/10/2023 04:46:32,29.73,,,,,,
771,07/10/2023 04:56:32,29.34,,,,,,
772,07/10/2023 05:06:32,29.73,,,,,,
773,07/10/2023 05:16:32,29.90,,,,,,
774,07/10/2023 05:26:32,29.51,,,,,,
775,07/10/2023 05:36:32,29.56,,,,,,
776,07/10/2023 05:46:32,29.86,,,,,,
777,07/10/2023 05:56:32,29.68,,,,,,
778,07/10/2023 06:06:32,29.43,,,,,,
779,07/10/2023 06:16:32,29.60,,,,,,
780,07/10/2023 06:26:32,29.94,,,,,,
781,07/10/2023 06:36:32,29.60,,,,,,
782,07/10/2023 06:46:32,29.34,,,,,,
783,07/10/2023 06:56:32,29.73,,,,,,
784,07/10/2023 07:06:32,29.86,,,,,,
785,07/10/2023 07:16:32,29.51,,,,,,
786,07/10/2023 07:26:32,29.51,,,,,,
787,07/10/2023 07:36:32,29.98,,,,,,
788,07/10/2023 07:46:32,29.77,,,,,,
789,07/10/2023 07:56:32,29.56,,,,,,
790,07/10/2023 08:06:32,29.47,,,,,,
791,07/10/2023 08:16:32,29.98,,,,,,
792,07/10/2023 08:26:32,29.73,,,,,,
793,07/10/2023 08:36:32,29.64,,,,,,
794,07/10/2023 08:46:32,29.60,,,,,,
795,07/10/2023 08:56:32,29.47,,,,,,
796,07/10/2023 09:06:32,29.51,,,,,,
797,07/10/2023 09:16:32,30.03,,,,,,
798,07/10/2023 09:26:32,29.77,,,,,,
799,07/10/2023 09:36:32,29.68,,,,,,
800,07/10/2023 09:46:32,29.51,,,,,,
801,07/10/2023 09:56:32,29.47,,,,,,
802,07/10/2023 10:06:32,29.73,,,,,,
803,07/10/2023 10:16:32,29.94,,,,,,
804,07/10/2023 10:26:32,29.68,,,,,,
805,07/10/2023 10:36:32,29.68,,,,,,
806,07/10/2023 10:46:32,29.64,,,,,,
807,07/10/2023 10:56:32,29.56,,,,,,
808,07/10/2023 11:06:32,29.43,,,,,,
809,07/10/2023 11:16:32,29.51,,,,,,
810,07/10/2023 11:26:32,29.94,,,,,,
811,07/10/2023 11:36:32,29.86,,,,,,
812,07/10/2023 11:46:32,29.81,,,,,,
813,07/10/2023 11:56:32,29.77,,,,,,
814,07/10/2023 12:06:32,29.68,,,,,,
815,07/10/2023 12:16:32,29.60,,,,,,
816,07/10/2023 12:26:32,29.60,,,,,,
817,07/10/2023 12:36:32,29.64,,,,,,
818,07/10/2023 12:46:32,29.60,,,,,,
819,07/10/2023 12:56:32,29.60,,,,,,
820,07/10/2023 13:06:32,29.56,,,,,,
821,07/10/2023 13:16:32,29.51,,,,,,
822,07/10/2023 13:26:32,29.56,,,,,,
823,07/10/2023 13:36:32,29.56,,,,,,
824,07/10/2023 13:46:32,29.51,,,,,,
825,07/10/2023 13:56:32,29.47,,,,,,
826,07/10/2023 14:06:32,29.56,,,,,,
827,07/10/2023 14:16:32,29.98,,,,,,
828,07/10/2023 14:26:32,29.86,,,,,,
829,07/10/2023 14:36:32,29.73,,,,,,
830,07/10/2023 14:46:32,29.68,,,,,,
831,07/10/2023 14:56:32,29.60,,,,,,
832,07/10/2023 15:06:32,29.38,,,,,,
833,07/10/2023 15:16:32,29.86,,,,,,
834,07/10/2023 15:26:32,30.03,,,,,,
835,07/10/2023 15:36:32,29.81,,,,,,
836,07/10/2023 15:46:32,29.64,,,,,,
837,07/10/2023 15:56:32,29.60,,,,,,
838,07/10/2023 16:06:32,29.43,,,,,,
839,07/10/2023 16:16:32,29.51,,,,,,
840,07/10/2023 16:26:32,29.38,,,,,,
841,07/10/2023 16:36:32,29.43,,,,,,
842,07/10/2023 16:46:32,29.38,,,,,,
843,07/10/2023 16:56:32,29.30,,,,,,
844,07/10/2023 17:06:32,29.13,,,,,,
845,07/10/2023 17:16:32,29.26,,,,,,
846,07/10/2023 17:26:32,29.00,,,,,,
847,07/10/2023 17:36:32,28.95,,,,,,
848,07/10/2023 17:46:32,28.91,,,,,,
849,07/10/2023 17:56:32,28.87,,,,,,
850,07/10/2023 18:06:32,28.74,,,,,,
851,07/10/2023 18:16:32,28.70,,,,,,
852,07/10/2023 18:26:32,28.48,,,,,,
853,07/10/2023 18:36:32,28.57,,,,,,
854,07/10/2023 18:46:32,28.35,,,,,,
855,07/10/2023 18:56:32,28.35,,,,,,
856,07/10/2023 19:06:32,28.14,,,,,,
857,07/10/2023 19:16:32,28.10,,,,,,
858,07/10/2023 19:26:32,27.93,Logged,,,,,
859,07/10/2023 19:36:32,27.84,,,,,,
860,07/10/2023 19:46:32,27.80,,,,,,
861,07/10/2023 19:56:32,27.63,,,,,,
862,07/10/2023 20:06:32,27.58,,,,,,
863,07/10/2023 20:16:32,27.45,,,,,,
864,07/10/2023 20:26:32,27.50,,,,,,
865,07/10/2023 20:36:32,27.37,,,,,,
866,07/10/2023 20:46:32,27.28,,,,,,
867,07/10/2023 20:56:32,27.24,,,,,,
868,07/10/2023 21:06:32,27.15,,,,,,
869,07/10/2023 21:16:32,27.37,,,,,,
870,07/10/2023 21:26:32,27.02,,,,,,
871,07/10/2023 21:36:32,26.94,,,,,,
872,07/10/2023 21:46:32,26.90,,,,,,
873,07/10/2023 21:56:32,26.68,,,,,,
874,07/10/2023 22:06:32,26.85,,,,,,
875,07/10/2023 22:16:32,26.42,,,,,,
876,07/10/2023 22:26:32,26.77,,,,,,
877,07/10/2023 22:36:32,26.38,,,,,,
878,07/10/2023 22:46:32,26.72,,,,,,
879,07/10/2023 22:56:32,27.20,,,,,,
880,07/10/2023 23:06:32,26.98,,,,,,
881,07/10/2023 23:16:32,27.32,,,,,,
882,07/10/2023 23:26:32,27.45,,,,,,
883,07/10/2023 23:36:32,27.67,,,,,,
884,07/10/2023 23:46:32,27.50,,,,,,
885,07/10/2023 23:56:32,27.80,,,,,,
886,07/11/2023 00:06:32,27.45,,,,,,
887,07/11/2023 00:16:32,27.41,,,,,,
888,07/11/2023 00:26:32,27.58,,,,,,
889,07/11/2023 00:36:32,27.45,,,,,,
890,07/11/2023 00:46:32,27.80,,,,,,
891,07/11/2023 00:56:32,27.54,,,,,,
892,07/11/2023 01:06:32,28.01,,26.38,,,,
893,07/11/2023 01:16:32,27.80,Logged,,,,,
894,07/11/2023 01:26:32,27.93,,,,,,
895,07/11/2023 01:36:32,27.71,,,,,,
896,07/11/2023 01:46:32,27.54,,,,,,
897,07/11/2023 01:56:32,27.84,,,,,,
898,07/11/2023 02:06:32,27.80,,,,,,
899,07/11/2023 02:16:32,28.14,,27.54,,,,
900,07/11/2023 02:26:32,27.84,Logged,,,,,
901,07/11/2023 02:36:32,27.93,,,,,,
902,07/11/2023 02:46:32,27.28,,,,,,
903,07/11/2023 02:56:32,27.54,,,,,,
904,07/11/2023 03:06:32,27.63,,,,,,
905,07/11/2023 03:16:32,27.88,,,,,,
906,07/11/2023 03:26:32,27.97,,,,,,
907,07/11/2023 03:36:32,28.01,,27.28,,,,
908,07/11/2023 03:46:32,27.97,Logged,,,,,
909,07/11/2023 03:56:32,27.80,,,,,,
910,07/11/2023 04:06:32,27.97,,,,,,
911,07/11/2023 04:16:32,27.84,,,,,,
912,07/11/2023 04:26:32,28.18,,27.80,,,,
913,07/11/2023 04:36:32,28.14,,,,,,
914,07/11/2023 04:46:32,28.31,,,,,,
915,07/11/2023 04:56:32,28.01,,,,,,
916,07/11/2023 05:06:32,27.93,Logged,,,,,
917,07/11/2023 05:16:32,28.10,,27.93,,,,
918,07/11/2023 05:26:32,27.84,Logged,,,,,
919,07/11/2023 05:36:32,28.01,,27.84,,,,
920,07/11/2023 05:46:32,27.84,Logged,,,,,
921,07/11/2023 05:56:32,28.10,,27.84,,,,
922,07/11/2023 06:06:32,27.67,Logged,,,,,
923,07/11/2023 06:16:32,27.80,,,,,,
924,07/11/2023 06:26:32,27.50,,,,,,
925,07/11/2023 06:36:32,27.28,,,,,,
926,07/11/2023 06:46:32,27.50,,,,,,
927,07/11/2023 06:56:32,27.20,,,,,,
928,07/11/2023 07:06:32,27.58,,,,,,
929,07/11/2023 07:16:32,27.41,,,,,,
930,07/11/2023 07:26:32,27.67,,,,,,
931,07/11/2023 07:36:32,27.24,,,,,,
932,07/11/2023 07:46:32,27.54,,,,,,
933,07/11/2023 07:56:32,27.63,,,,,,
934,07/11/2023 08:06:32,27.41,,,,,,
935,07/11/2023 08:16:32,27.54,,,,,,
936,07/11/2023 08:26:32,27.28,,,,,,
937,07/11/2023 08:36:32,27.41,,,,,,
938,07/11/2023 08:46:32,27.20,,,,,,
939,07/11/2023 08:56:32,27.45,,,,,,
940,07/11/2023 09:06:32,27.32,,,,,,
941,07/11/2023 09:16:32,27.37,,,,,,
942,07/11/2023 09:26:32,27.32,,,,,,
943,07/11/2023 09:36:32,26.81,,,,,,
944,07/11/2023 09:46:32,27.32,,,,,,
945,07/11/2023 09:56:32,27.88,,,,,,
946,07/11/2023 10:06:32,28.35,,26.81,,,,
947,07/11/2023 10:16:32,28.83,,,,,,
948,07/11/2023 10:26:32,29.21,,,,,,
949,07/11/2023 10:36:32,29.60,,,,,,
950,07/11/2023 10:46:32,29.86,,,,,,
951,07/11/2023 10:56:32,29.64,,,,,,
952,07/11/2023 11:06:32,29.47,,,,,,
953,07/11/2023 11:16:32,29.60,,,,,,
954,07/11/2023 11:26:32,29.86,,,,,,
955,07/11/2023 11:36:32,29.60,,,,,,
956,07/11/2023 11:46:32,29.47,,,,,,
957,07/11/2023 11:56:32,29.60,,,,,,
958,07/11/2023 12:06:32,29.90,,,,,,
959,07/11/2023 12:16:32,29.77,,,,,,
960,07/11/2023 12:26:32,29.64,,,,,,
961,07/11/2023 12:36:32,29.47,,,,,,
962,07/11/2023 12:46:32,29.68,,,,,,
963,07/11/2023 12:56:32,29.86,,,,,,
964,07/11/2023 13:06:32,29.64,,,,,,
965,07/11/2023 13:16:32,29.47,,,,,,
966,07/11/2023 13:26:32,29.77,,,,,,
967,07/11/2023 13:36:32,29.81,,,,,,
968,07/11/2023 13:46:32,29.64,,,,,,
969,07/11/2023 13:56:32,29.47,,,,,,
970,07/11/2023 14:06:32,29.73,,,,,,
971,07/11/2023 14:16:32,29.86,,,,,,
972,07/11/2023 14:26:32,29.60,,,,,,
973,07/11/2023 14:36:32,29.47,,,,,,
974,07/11/2023 14:46:32,29.86,,,,,,
975,07/11/2023 14:56:32,29.77,,,,,,
976,07/11/2023 15:06:32,29.51,,,,,,
977,07/11/2023 15:16:32,29.64,,,,,,
978,07/11/2023 15:26:32,29.90,,,,,,
979,07/11/2023 15:36:32,29.64,,,,,,
980,07/11/2023 15:46:32,29.51,,,,,,
981,07/11/2023 15:56:32,30.20,,,,,,
982,07/11/2023 16:06:32,29.77,,,,,,
983,07/11/2023 16:16:32,29.43,,,,,,
984,07/11/2023 16:26:32,29.60,,,,,,
985,07/11/2023 16:36:32,29.81,,,,,,
986,07/11/2023 16:46:32,29.64,,,,,,
987,07/11/2023 16:56:32,29.38,,,,,,
988,07/11/2023 17:06:32,29.60,,,,,,
989,07/11/2023 17:16:32,29.81,,,,,,
990,07/11/2023 17:26:32,29.60,,,,,,
991,07/11/2023 17:36:32,29.34,,,,,,
992,07/11/2023 17:46:32,29.64,,,,,,
993,07/11/2023 17:56:32,29.73,,,,,,
994,07/11/2023 18:06:32,29.38,,,,,,
995,07/11/2023 18:16:32,29.56,,,,,,
996,07/11/2023 18:26:32,29.77,,,,,,
997,07/11/2023 18:36:32,29.56,,,,,,
998,07/11/2023 18:46:32,29.38,,,,,,
999,07/11/2023 18:56:32,29.64,,,,,,
1000,07/11/2023 19:06:32,29.81,,,,,,
1001,07/11/2023 19:16:32,29.51,,,,,,
1002,07/11/2023 19:26:32,29.51,,,,,,
1003,07/11/2023 19:36:32,29.73,,,,,,
1004,07/11/2023 19:46:32,29.60,,,,,,
1005,07/11/2023 19:56:32,29.38,,,,,,
1006,07/11/2023 20:06:32,29.64,,,,,,
1007,07/11/2023 20:16:32,29.73,,,,,,
1008,07/11/2023 20:26:32,29.43,,,,,,
1009,07/11/2023 20:36:32,29.51,,,,,,
1010,07/11/2023 20:46:32,29.73,,,,,,
1011,07/11/2023 20:56:32,29.60,,,,,,
1012,07/11/2023 21:06:32,29.34,,,,,,
1013,07/11/2023 21:16:32,29.60,,,,,,
1014,07/11/2023 21:26:32,29.73,,,,,,
1015,07/11/2023 21:36:32,29.34,,,,,,
1016,07/11/2023 21:46:32,29.56,,,,,,
1017,07/11/2023 21:56:32,29.73,,,,,,
1018,07/11/2023 22:06:32,29.60,,,,,,
1019,07/11/2023 22:16:32,29.38,,,,,,
1020,07/11/2023 22:26:32,29.60,,,,,,
1021,07/11/2023 22:36:32,29.77,,,,,,
1022,07/11/2023 22:46:32,29.64,,,,,,
1023,07/11/2023 22:56:32,29.38,,,,,,
1024,07/11/2023 23:06:32,29.60,,,,,,
1025,07/11/2023 23:16:32,29.81,,,,,,
1026,07/11/2023 23:26:32,29.60,,,,,,
1027,07/11/2023 23:36:32,29.38,,,,,,
1028,07/11/2023 23:46:32,29.64,,,,,,
1029,07/11/2023 23:56:32,29.64,,,,,,
1030,07/12/2023 00:06:32,29.43,,,,,,
1031,07/12/2023 00:16:32,29.64,,,,,,
1032,07/12/2023 00:26:32,29.64,,,,,,
1033,07/12/2023 00:36:32,29.38,,,,,,
1034,07/12/2023 00:46:32,29.56,,,,,,
1035,07/12/2023 00:56:32,29.68,,,,,,
1036,07/12/2023 01:06:32,29.47,,,,,,
1037,07/12/2023 01:16:32,29.51,,,,,,
1038,07/12/2023 01:26:32,29.73,,,,,,
1039,07/12/2023 01:36:32,29.51,,,,,,
1040,07/12/2023 01:46:32,29.34,,,,,,
1041,07/12/2023 01:56:32,29.56,,,,,,
1042,07/12/2023 02:06:32,29.68,,,,,,
1043,07/12/2023 02:16:32,29.60,,,,,,
1044,07/12/2023 02:26:32,29.47,,,,,,
1045,07/12/2023 02:36:32,29.60,,,,,,
1046,07/12/2023 02:46:32,29.77,,,,,,
1047,07/12/2023 02:56:32,29.38,,,,,,
1048,07/12/2023 03:06:32,29.47,,,,,,
1049,07/12/2023 03:16:32,29.64,,,,,,
1050,07/12/2023 03:26:32,29.73,,,,,,
1051,07/12/2023 03:36:32,29.73,,,,,,
1052,07/12/2023 03:46:32,29.38,,,,,,
1053,07/12/2023 03:56:32,29.64,,,,,,
1054,07/12/2023 04:06:32,29.77,,,,,,
1055,07/12/2023 04:16:32,29.43,,,,,,
1056,07/12/2023 04:26:32,29.43,,,,,,
1057,07/12/2023 04:36:32,29.64,,,,,,
1058,07/12/2023 04:46:32,29.77,,,,,,
1059,07/12/2023 04:56:32,29.56,,,,,,
1060,07/12/2023 05:06:32,29.38,,,,,,
1061,07/12/2023 05:16:32,29.60,,,,,,
1062,07/12/2023 05:26:32,29.73,,,,,,
1063,07/12/2023 05:36:32,29.43,,,,,,
1064,07/12/2023 05:46:32,29.43,,,,,,
1065,07/12/2023 05:56:32,29.64,,,,,,
1066,07/12/2023 06:06:32,29.73,,,,,,
1067,07/12/2023 06:16:32,29.30,,,,,,
1068,07/12/2023 06:26:32,29.51,,,,,,
1069,07/12/2023 06:36:32,29.68,,,,,,
1070,07/12/2023 06:46:32,29.81,,,,,,
1071,07/12/2023 06:56:32,29.51,,,,,,
1072,07/12/2023 07:06:32,29.47,,,,,,
1073,07/12/2023 07:16:32,29.68,,,,,,
1074,07/12/2023 07:26:32,29.77,,,,,,
1075,07/12/2023 07:36:32,29.47,,,,,,
1076,07/12/2023 07:46:32,29.51,,,,,,
1077,07/12/2023 07:56:32,29.77,,,,,,
1078,07/12/2023 08:06:32,29.56,,,,,,
1079,07/12/2023 08:16:32,29.38,,,,,,
1080,07/12/2023 08:26:32,29.64,,,,,,
1081,07/12/2023 08:36:32,29.81,,,,,,
1082,07/12/2023 08:46:32,29.51,,,,,,
1083,07/12/2023 08:56:32,29.51,,,,,,
1084,07/12/2023 09:06:32,29.77,,,,,,
1085,07/12/2023 09:16:32,29.68,,,,,,
1086,07/12/2023 09:26:32,29.43,,,,,,
1087,07/12/2023 09:36:32,29.73,,,,,,
1088,07/12/2023 09:46:32,29.73,,,,,,
1089,07/12/2023 09:56:32,29.51,,,,,,
1090,07/12/2023 10:06:32,29.60,,,,,,
1091,07/12/2023 10:16:32,29.86,,,,,,
1092,07/12/2023 10:26:32,29.64,,,,,,
1093,07/12/2023 10:36:32,29.51,,,,,,
1094,07/12/2023 10:46:32,29.64,,,,,,
1095,07/12/2023 10:56:32,29.77,,,,,,
1096,07/12/2023 11:06:32,29.38,,,,,,
