coral_id,prewax_weight_g,postwax_weight_g,wax_weight_g,CSA_cm2
93,11.0607,11.7852,0.724499999999999,21.16088189201137
40,15.6542,17.2411,1.5869,44.46098373900273
41,12.3855,13.4103,1.024799999999999,29.274310213731567
29,11.1088,11.6818,0.5730000000000004,17.06769377765706
66,12.3148,13.6251,1.3102999999999998,36.987875934181524
39,10.1834,10.979,0.7955999999999985,23.081843442708347
44,11.5666,12.7128,1.1462000000000003,32.554264253880895
6,11.7334,12.7199,0.9865000000000013,28.239530644228186
5,18.1224,20.0721,1.9497,54.26302101878991
78,10.9626,11.6273,0.6646999999999998,19.545220840932913
24,9.4732,10.0555,0.5823,17.318958790617415
47,9.9721,10.6759,0.7038000000000011,20.601614605099645
45,12.7724,13.8397,1.0673000000000012,30.422564305217172
52,8.0748,8.4057,0.33089999999999975,10.526698117688811
1,14.0423,15.2588,1.2165000000000017,34.45361160991466
71,11.7357,12.8541,1.1184000000000012,31.803170989332727
2,15.5726,17.3311,1.7584999999999997,49.097228494271405
105,14.0947,15.3675,1.2728000000000002,35.97471055934135
72,10.2117,10.9299,0.7181999999999995,20.99067010903823
83,10.5063,11.1262,0.6199000000000012,18.33482593979054
11,11.6105,12.4337,0.8231999999999999,23.82753315859076
75,11.9459,12.9372,0.9913000000000007,28.369215812207717
100,10.1003,10.7312,0.6308999999999987,18.63202111641026
63,9.1819,9.8279,0.645999999999999,19.03998904067925
53,9.5191,9.9973,0.4781999999999993,14.506411710061043
87,8.6595,9.1534,0.4939,14.930590280327486
77,9.3982,10.0378,0.6396000000000015,18.86707548337326
25,11.0553,11.6637,0.6083999999999996,18.024121891506173
68,8.9907,9.5842,0.5934999999999988,17.621557515902985
95,12.168,13.1295,0.9615000000000009,27.564087061001388
4,14.7922,16.1134,1.3211999999999993,37.28236933646839
82,9.5434,10.0139,0.4704999999999995,14.298375086427196
38,9.7495,10.2957,0.5462000000000007,16.34361825643795
57,10.239,11.178,0.9390000000000001,26.956187836097254
59,10.0131,10.8975,0.8844000000000012,25.481019050329976
67,10.8703,11.3678,0.4975000000000005,15.027854156312157
31,10.9059,11.5163,0.6103999999999985,18.07815737816429
33,9.3029,9.8911,0.5882000000000005,17.478363476258952
36,11.2228,11.9945,0.7717000000000009,22.4361193771436
101,9.2236,9.6664,0.4428000000000001,13.54998359621193
80,11.9279,12.6121,0.6842000000000006,20.072066835849828
32,12.9478,13.845,0.8971999999999998,25.826846164942054
86,11.3598,12.0542,0.6943999999999999,20.34764781780634
37,11.7866,12.5893,0.8026999999999997,23.27366942034479
94,12.7595,13.3957,0.6362000000000005,18.77521515605439
50,12.1442,13.0842,0.9399999999999995,26.98320557942631
107,8.5439,8.8803,0.33639999999999937,10.675295705998694
73,11.3039,12.1818,0.8779000000000003,25.305403718690986
35,8.6837,8.9898,0.3061000000000007,9.856658083127861
51,9.2725,9.8043,0.5317999999999987,15.954562752499266
97,13.3782,14.4652,1.0869999999999997,30.95481384879984
98,13.3755,14.3073,0.9317999999999991,26.76166008412791
26,9.1355,9.5412,0.4056999999999995,12.547625318703359
62,9.107,9.6078,0.5007999999999999,15.117012709298079
12,13.011,14.236,1.2250000000000014,34.68326242821176
34,10.0089,10.6189,0.6099999999999994,18.067350280832684
65,10.6274,11.5745,0.9471000000000007,27.175031557062752
108,10.0812,10.8365,0.7552999999999983,21.993028386546754
99,10.6192,11.3718,0.752600000000001,21.920080479558337
23,9.1719,9.6504,0.4784999999999986,14.514517033059747
84,11.7116,12.3155,0.6038999999999994,17.902542046525348
58,8.473,8.839,0.36599999999999966,11.475020908539221
48,10.3679,10.9671,0.5991999999999997,17.77555865287872
10,11.5711,12.4429,0.8718000000000004,25.140595484383653
8,8.9357,9.5199,0.5841999999999992,17.37029250294263
90,10.1557,10.7987,0.6430000000000007,18.95893581069208
61,8.641,9.1475,0.5065000000000008,15.271013846273812
27,11.3211,12.0706,0.7495000000000012,21.83632547523822
13,9.7843,10.4319,0.6476000000000006,19.083217430005806
56,10.4819,11.202,0.7201000000000004,21.042003821363494
85,11.6745,12.3688,0.6943000000000001,20.34494604347344
3,12.4646,13.4545,0.9898999999999987,28.33139097154696
42,11.8525,12.6749,0.8224,23.805918963927507
54,8.927,9.3032,0.37620000000000076,11.750601890495782
74,10.2141,10.8181,0.6039999999999992,17.90524382085825
64,8.6186,9.1383,0.5196999999999985,15.627648058217492
106,12.0757,12.7967,0.7210000000000001,21.06631979035965
104,14.4201,15.6413,1.2211999999999996,34.58059500356124
18,11.7482,12.5591,0.8109000000000002,23.495214915643185
20,9.2,9.6384,0.43840000000000146,13.431105525564053
91,11.7538,12.4253,0.6715,19.728941495570602
21,9.5698,10.1031,0.5332999999999988,15.995089367492874
46,10.0024,10.5274,0.5250000000000004,15.770842097861623
103,11.1686,11.8392,0.6706000000000003,19.704625526574446
89,10.2063,10.85,0.643699999999999,18.977848231022385
96,12.147,12.9153,0.7683,22.344259049824732
81,11.545,12.212,0.6669999999999998,19.607361650589777
19,9.394,9.838,0.44399999999999906,13.582404888206788
102,9.5466,10.1395,0.5929000000000002,17.60534686990558
92,9.467,9.8274,0.3604000000000003,11.323721545896436
7,14.507,16.0378,1.530800000000001,42.945288338241845
9,10.7094,11.507,0.7975999999999992,23.13587892936651
55,10.5799,11.3585,0.7785999999999991,22.622541806114146
15,9.7422,10.3014,0.5591999999999988,16.69484891971583
28,10.1549,10.7603,0.6054000000000013,17.943068661519003
16,13.4927,14.9225,1.4298000000000002,40.21649626200559
88,10.0539,10.4857,0.4317999999999991,13.252788419592116
69,9.0511,9.4424,0.3912999999999993,12.158569814764723
22,9.7809,10.3161,0.5351999999999997,16.046423079818137
60,10.718,11.6417,0.9237000000000002,26.542816363162462
30,11.421,12.1935,0.7725000000000009,22.457733571806855
76,11.6395,12.3537,0.7142,20.882599135721957
49,11.0196,11.8647,0.8450999999999986,24.41922173749739
79,10.3775,11.147,0.7695000000000007,22.37668034181964
43,13.3182,14.5028,1.1846000000000014,33.59174559771727
70,9.7829,10.3786,0.5957000000000008,17.680996551226997
14,11.5508,12.1235,0.5726999999999993,17.05958845465831
